"","NFI_species","nfi_plot","meas_date","time_step","biomass_composition","meas_year","total_biomass_plot","pct_biomass","bark thickness","bud burst timing (mean month)","clonal growth form","coarse root rooting depth","cold_tolerance","cone serotiny","dispersal distance","dispersal syndrome","drought_tolerance","earliest bud burst timing (month)","fire_resistance","fire_tolerance","foliage type (deciduous or evergreen)","latest bud burst timing (month)","leaf dry matter content","leaf flammability","leaf force to punch","leaf photosynthetic rate","leaf texture (coarseness)","leaf thickness","leaf_length","maximum height","plant height, vegetative","resprouting ability","shade_tolerance","specific leaf area","waterlogging_tolerance","wood (or stem-specific) density","water potential at 50% loss of stem hydraulic conductivity","xylem conductance","height of lowest branch","hydraulic safety margin 50%","hydraulic safety margin 88%","leaf mass area","minimum midday xylem pressure potential","seed bank longevity","slope of vulnerability curve","stem conduit diameter (vessels and tracheids)","water potential at 12% loss of stem hydraulic conductivity","water potential at 88% loss of stem hydraulic conductivity","degree of self-pruning","photosynthetic water use efficiency","specific leaf conductivity","stem conduit density (vessels and tracheids)","stomatal conductance","seedbank duration","leaf toughness","minimum predawn xylem pressure potential","stem xylem embolism vulnerability, P50","Leaf texture (sclerophylly, physical strength, toughness)","Photosynthesis rate per leaf area","Plant height generative","leaf water content","seedbank density","stomata density","relative growth rate","intrinsic water use efficiency"
"15","ABIE BAL",1314811,2003-06-05,"t1",320.87318,2003,1772.78,0.181,3.73333333333333,5,3,0,NA,0,NA,6,NA,5,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,26,18.143999707392,0,NA,6.20963735717834,NA,NA,-3.87,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","ABIE BAL",1287251,2003-07-15,"t1",107.485274,2003,982.764694,0.109370304668271,3.73333333333333,5,3,0,NA,0,NA,6,NA,5,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,26,18.143999707392,0,NA,6.20963735717834,NA,NA,-3.87,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","ABIE LAS",1293696,2001-06-18,"t1",97.217014,2001,3307.223,0.0293953610022669,22.3810344827586,5,3,2,-46.1,0,30,5.71428571428572,2.02,5,0,0,3,5,0.50828275862069,NA,NA,3.96980563642857,1,NA,4.4,9.28985065528802,18.5985917570499,0,4.83,13.464298882482,0.97,0.17299952642753,-2.03031379432108,NA,0.986104210526316,1.83904,2.4373,1956.13066824561,-1.5,NA,59.6846743796855,14.8092466320241,-2.11417457050638,-4.78090042949362,1,3.34034924144444,6.21e-05,2376.29849782772,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","ABIE LAS",1169811,2003-07-24,"t1",2806.16545,2003,4642.92829,0.604395604395604,22.3810344827586,5,3,2,-46.1,0,30,5.71428571428572,2.02,5,0,0,3,5,0.50828275862069,NA,NA,3.96980563642857,1,NA,4.4,9.28985065528802,18.5985917570499,0,4.83,13.464298882482,0.97,0.17299952642753,-2.03031379432108,NA,0.986104210526316,1.83904,2.4373,1956.13066824561,-1.5,NA,59.6846743796855,14.8092466320241,-2.11417457050638,-4.78090042949362,1,3.34034924144444,6.21e-05,2376.29849782772,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","ABIE LAS",1211116,2005-06-18,"t1",2428.66114,2005,6754.424,0.35956598815828,22.3810344827586,5,3,2,-46.1,0,30,5.71428571428572,2.02,5,0,0,3,5,0.50828275862069,NA,NA,3.96980563642857,1,NA,4.4,9.28985065528802,18.5985917570499,0,4.83,13.464298882482,0.97,0.17299952642753,-2.03031379432108,NA,0.986104210526316,1.83904,2.4373,1956.13066824561,-1.5,NA,59.6846743796855,14.8092466320241,-2.11417457050638,-4.78090042949362,1,3.34034924144444,6.21e-05,2376.29849782772,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","ABIE LAS",1217996,2002-08-18,"t1",55.007273,2002,3376.3983,0.0162917014263394,22.3810344827586,5,3,2,-46.1,0,30,5.71428571428572,2.02,5,0,0,3,5,0.50828275862069,NA,NA,3.96980563642857,1,NA,4.4,9.28985065528802,18.5985917570499,0,4.83,13.464298882482,0.97,0.17299952642753,-2.03031379432108,NA,0.986104210526316,1.83904,2.4373,1956.13066824561,-1.5,NA,59.6846743796855,14.8092466320241,-2.11417457050638,-4.78090042949362,1,3.34034924144444,6.21e-05,2376.29849782772,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","ABIE LAS",1211056,2005-07-17,"t1",6948.118,2005,7059.8236,0.984177281709985,22.3810344827586,5,3,2,-46.1,0,30,5.71428571428572,2.02,5,0,0,3,5,0.50828275862069,NA,NA,3.96980563642857,1,NA,4.4,9.28985065528802,18.5985917570499,0,4.83,13.464298882482,0.97,0.17299952642753,-2.03031379432108,NA,0.986104210526316,1.83904,2.4373,1956.13066824561,-1.5,NA,59.6846743796855,14.8092466320241,-2.11417457050638,-4.78090042949362,1,3.34034924144444,6.21e-05,2376.29849782772,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","ABIE LAS",1121576,2001-08-21,"t1",3784.8001,2001,3784.8001,1,22.3810344827586,5,3,2,-46.1,0,30,5.71428571428572,2.02,5,0,0,3,5,0.50828275862069,NA,NA,3.96980563642857,1,NA,4.4,9.28985065528802,18.5985917570499,0,4.83,13.464298882482,0.97,0.17299952642753,-2.03031379432108,NA,0.986104210526316,1.83904,2.4373,1956.13066824561,-1.5,NA,59.6846743796855,14.8092466320241,-2.11417457050638,-4.78090042949362,1,3.34034924144444,6.21e-05,2376.29849782772,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","ABIE LAS",1101011,2003-07-18,"t1",167.2778,2003,1442.05,0.116,22.3810344827586,5,3,2,-46.1,0,30,5.71428571428572,2.02,5,0,0,3,5,0.50828275862069,NA,NA,3.96980563642857,1,NA,4.4,9.28985065528802,18.5985917570499,0,4.83,13.464298882482,0.97,0.17299952642753,-2.03031379432108,NA,0.986104210526316,1.83904,2.4373,1956.13066824561,-1.5,NA,59.6846743796855,14.8092466320241,-2.11417457050638,-4.78090042949362,1,3.34034924144444,6.21e-05,2376.29849782772,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","ABIE LAS",1403871,2003-07-20,"t1",79.42152,2003,381.8259,0.208004538193978,22.3810344827586,5,3,2,-46.1,0,30,5.71428571428572,2.02,5,0,0,3,5,0.50828275862069,NA,NA,3.96980563642857,1,NA,4.4,9.28985065528802,18.5985917570499,0,4.83,13.464298882482,0.97,0.17299952642753,-2.03031379432108,NA,0.986104210526316,1.83904,2.4373,1956.13066824561,-1.5,NA,59.6846743796855,14.8092466320241,-2.11417457050638,-4.78090042949362,1,3.34034924144444,6.21e-05,2376.29849782772,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","ABIE LAS",1334976,2003-07-26,"t1",31.24368,2003,300.42,0.104,22.3810344827586,5,3,2,-46.1,0,30,5.71428571428572,2.02,5,0,0,3,5,0.50828275862069,NA,NA,3.96980563642857,1,NA,4.4,9.28985065528802,18.5985917570499,0,4.83,13.464298882482,0.97,0.17299952642753,-2.03031379432108,NA,0.986104210526316,1.83904,2.4373,1956.13066824561,-1.5,NA,59.6846743796855,14.8092466320241,-2.11417457050638,-4.78090042949362,1,3.34034924144444,6.21e-05,2376.29849782772,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","ABIE LAS",1135306,2003-07-23,"t1",12267.14,2003,12267.14,1,22.3810344827586,5,3,2,-46.1,0,30,5.71428571428572,2.02,5,0,0,3,5,0.50828275862069,NA,NA,3.96980563642857,1,NA,4.4,9.28985065528802,18.5985917570499,0,4.83,13.464298882482,0.97,0.17299952642753,-2.03031379432108,NA,0.986104210526316,1.83904,2.4373,1956.13066824561,-1.5,NA,59.6846743796855,14.8092466320241,-2.11417457050638,-4.78090042949362,1,3.34034924144444,6.21e-05,2376.29849782772,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","ABIE LAS",1355561,2002-06-29,"t1",1792.578304,2002,8483.8599,0.211292775355708,22.3810344827586,5,3,2,-46.1,0,30,5.71428571428572,2.02,5,0,0,3,5,0.50828275862069,NA,NA,3.96980563642857,1,NA,4.4,9.28985065528802,18.5985917570499,0,4.83,13.464298882482,0.97,0.17299952642753,-2.03031379432108,NA,0.986104210526316,1.83904,2.4373,1956.13066824561,-1.5,NA,59.6846743796855,14.8092466320241,-2.11417457050638,-4.78090042949362,1,3.34034924144444,6.21e-05,2376.29849782772,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","ABIE LAS",1224876,2005-06-19,"t1",2441.26365,2005,2533.6215,0.963547100464691,22.3810344827586,5,3,2,-46.1,0,30,5.71428571428572,2.02,5,0,0,3,5,0.50828275862069,NA,NA,3.96980563642857,1,NA,4.4,9.28985065528802,18.5985917570499,0,4.83,13.464298882482,0.97,0.17299952642753,-2.03031379432108,NA,0.986104210526316,1.83904,2.4373,1956.13066824561,-1.5,NA,59.6846743796855,14.8092466320241,-2.11417457050638,-4.78090042949362,1,3.34034924144444,6.21e-05,2376.29849782772,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","ABIE LAS",1376296,2002-07-12,"t1",9877.37,2002,9877.37,1,22.3810344827586,5,3,2,-46.1,0,30,5.71428571428572,2.02,5,0,0,3,5,0.50828275862069,NA,NA,3.96980563642857,1,NA,4.4,9.28985065528802,18.5985917570499,0,4.83,13.464298882482,0.97,0.17299952642753,-2.03031379432108,NA,0.986104210526316,1.83904,2.4373,1956.13066824561,-1.5,NA,59.6846743796855,14.8092466320241,-2.11417457050638,-4.78090042949362,1,3.34034924144444,6.21e-05,2376.29849782772,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","ABIE LAS",1314376,2002-08-16,"t1",5345.27188,2002,7089.22,0.754,22.3810344827586,5,3,2,-46.1,0,30,5.71428571428572,2.02,5,0,0,3,5,0.50828275862069,NA,NA,3.96980563642857,1,NA,4.4,9.28985065528802,18.5985917570499,0,4.83,13.464298882482,0.97,0.17299952642753,-2.03031379432108,NA,0.986104210526316,1.83904,2.4373,1956.13066824561,-1.5,NA,59.6846743796855,14.8092466320241,-2.11417457050638,-4.78090042949362,1,3.34034924144444,6.21e-05,2376.29849782772,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","ABIE LAS",1472701,2000-09-11,"t1",1509.25842,2000,3105.47,0.486,22.3810344827586,5,3,2,-46.1,0,30,5.71428571428572,2.02,5,0,0,3,5,0.50828275862069,NA,NA,3.96980563642857,1,NA,4.4,9.28985065528802,18.5985917570499,0,4.83,13.464298882482,0.97,0.17299952642753,-2.03031379432108,NA,0.986104210526316,1.83904,2.4373,1956.13066824561,-1.5,NA,59.6846743796855,14.8092466320241,-2.11417457050638,-4.78090042949362,1,3.34034924144444,6.21e-05,2376.29849782772,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","ABIE LAS",1445171,2003-08-20,"t1",3663.85,2003,3663.85,1,22.3810344827586,5,3,2,-46.1,0,30,5.71428571428572,2.02,5,0,0,3,5,0.50828275862069,NA,NA,3.96980563642857,1,NA,4.4,9.28985065528802,18.5985917570499,0,4.83,13.464298882482,0.97,0.17299952642753,-2.03031379432108,NA,0.986104210526316,1.83904,2.4373,1956.13066824561,-1.5,NA,59.6846743796855,14.8092466320241,-2.11417457050638,-4.78090042949362,1,3.34034924144444,6.21e-05,2376.29849782772,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","ABIE LAS",1307401,2001-08-28,"t1",1274.98565,2001,6083.28115,0.209588480058989,22.3810344827586,5,3,2,-46.1,0,30,5.71428571428572,2.02,5,0,0,3,5,0.50828275862069,NA,NA,3.96980563642857,1,NA,4.4,9.28985065528802,18.5985917570499,0,4.83,13.464298882482,0.97,0.17299952642753,-2.03031379432108,NA,0.986104210526316,1.83904,2.4373,1956.13066824561,-1.5,NA,59.6846743796855,14.8092466320241,-2.11417457050638,-4.78090042949362,1,3.34034924144444,6.21e-05,2376.29849782772,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","ABIE LAS",1211016,2002-07-25,"t1",4477.53,2002,4477.53,1,22.3810344827586,5,3,2,-46.1,0,30,5.71428571428572,2.02,5,0,0,3,5,0.50828275862069,NA,NA,3.96980563642857,1,NA,4.4,9.28985065528802,18.5985917570499,0,4.83,13.464298882482,0.97,0.17299952642753,-2.03031379432108,NA,0.986104210526316,1.83904,2.4373,1956.13066824561,-1.5,NA,59.6846743796855,14.8092466320241,-2.11417457050638,-4.78090042949362,1,3.34034924144444,6.21e-05,2376.29849782772,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","ABIE LAS",1472691,2001-05-30,"t1",38.7456,2001,6457.6,0.006,22.3810344827586,5,3,2,-46.1,0,30,5.71428571428572,2.02,5,0,0,3,5,0.50828275862069,NA,NA,3.96980563642857,1,NA,4.4,9.28985065528802,18.5985917570499,0,4.83,13.464298882482,0.97,0.17299952642753,-2.03031379432108,NA,0.986104210526316,1.83904,2.4373,1956.13066824561,-1.5,NA,59.6846743796855,14.8092466320241,-2.11417457050638,-4.78090042949362,1,3.34034924144444,6.21e-05,2376.29849782772,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","ABIE LAS",1183516,2005-07-18,"t1",380.486304,2005,5264.0109,0.0722806831574,22.3810344827586,5,3,2,-46.1,0,30,5.71428571428572,2.02,5,0,0,3,5,0.50828275862069,NA,NA,3.96980563642857,1,NA,4.4,9.28985065528802,18.5985917570499,0,4.83,13.464298882482,0.97,0.17299952642753,-2.03031379432108,NA,0.986104210526316,1.83904,2.4373,1956.13066824561,-1.5,NA,59.6846743796855,14.8092466320241,-2.11417457050638,-4.78090042949362,1,3.34034924144444,6.21e-05,2376.29849782772,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","ABIE LAS",1328066,2001-06-24,"t1",298.49,2001,298.49,1,22.3810344827586,5,3,2,-46.1,0,30,5.71428571428572,2.02,5,0,0,3,5,0.50828275862069,NA,NA,3.96980563642857,1,NA,4.4,9.28985065528802,18.5985917570499,0,4.83,13.464298882482,0.97,0.17299952642753,-2.03031379432108,NA,0.986104210526316,1.83904,2.4373,1956.13066824561,-1.5,NA,59.6846743796855,14.8092466320241,-2.11417457050638,-4.78090042949362,1,3.34034924144444,6.21e-05,2376.29849782772,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","ABIE LAS",1107906,2004-08-19,"t1",2.982,2004,9434.102,0.00031608731811464,22.3810344827586,5,3,2,-46.1,0,30,5.71428571428572,2.02,5,0,0,3,5,0.50828275862069,NA,NA,3.96980563642857,1,NA,4.4,9.28985065528802,18.5985917570499,0,4.83,13.464298882482,0.97,0.17299952642753,-2.03031379432108,NA,0.986104210526316,1.83904,2.4373,1956.13066824561,-1.5,NA,59.6846743796855,14.8092466320241,-2.11417457050638,-4.78090042949362,1,3.34034924144444,6.21e-05,2376.29849782772,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","ABIE LAS",1245451,2002-08-03,"t1",10165.35552,2002,13236.14,0.768,22.3810344827586,5,3,2,-46.1,0,30,5.71428571428572,2.02,5,0,0,3,5,0.50828275862069,NA,NA,3.96980563642857,1,NA,4.4,9.28985065528802,18.5985917570499,0,4.83,13.464298882482,0.97,0.17299952642753,-2.03031379432108,NA,0.986104210526316,1.83904,2.4373,1956.13066824561,-1.5,NA,59.6846743796855,14.8092466320241,-2.11417457050638,-4.78090042949362,1,3.34034924144444,6.21e-05,2376.29849782772,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","ABIE LAS",1493316,2003-06-20,"t1",1374.86544,2003,8923.048307,0.154080241717557,22.3810344827586,5,3,2,-46.1,0,30,5.71428571428572,2.02,5,0,0,3,5,0.50828275862069,NA,NA,3.96980563642857,1,NA,4.4,9.28985065528802,18.5985917570499,0,4.83,13.464298882482,0.97,0.17299952642753,-2.03031379432108,NA,0.986104210526316,1.83904,2.4373,1956.13066824561,-1.5,NA,59.6846743796855,14.8092466320241,-2.11417457050638,-4.78090042949362,1,3.34034924144444,6.21e-05,2376.29849782772,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","ABIE LAS",1252421,2005-06-26,"t1",1267.77318,2005,17114.93793,0.0740740740740741,22.3810344827586,5,3,2,-46.1,0,30,5.71428571428572,2.02,5,0,0,3,5,0.50828275862069,NA,NA,3.96980563642857,1,NA,4.4,9.28985065528802,18.5985917570499,0,4.83,13.464298882482,0.97,0.17299952642753,-2.03031379432108,NA,0.986104210526316,1.83904,2.4373,1956.13066824561,-1.5,NA,59.6846743796855,14.8092466320241,-2.11417457050638,-4.78090042949362,1,3.34034924144444,6.21e-05,2376.29849782772,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","ABIE LAS",1273001,2002-07-09,"t1",4943.41468,2002,16905.35271,0.292417127569059,22.3810344827586,5,3,2,-46.1,0,30,5.71428571428572,2.02,5,0,0,3,5,0.50828275862069,NA,NA,3.96980563642857,1,NA,4.4,9.28985065528802,18.5985917570499,0,4.83,13.464298882482,0.97,0.17299952642753,-2.03031379432108,NA,0.986104210526316,1.83904,2.4373,1956.13066824561,-1.5,NA,59.6846743796855,14.8092466320241,-2.11417457050638,-4.78090042949362,1,3.34034924144444,6.21e-05,2376.29849782772,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","ABIE LAS",1410756,2000-08-16,"t1",2214.35,2000,3910.5421,0.566251415628539,22.3810344827586,5,3,2,-46.1,0,30,5.71428571428572,2.02,5,0,0,3,5,0.50828275862069,NA,NA,3.96980563642857,1,NA,4.4,9.28985065528802,18.5985917570499,0,4.83,13.464298882482,0.97,0.17299952642753,-2.03031379432108,NA,0.986104210526316,1.83904,2.4373,1956.13066824561,-1.5,NA,59.6846743796855,14.8092466320241,-2.11417457050638,-4.78090042949362,1,3.34034924144444,6.21e-05,2376.29849782772,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","ABIE LAS",1149076,2001-08-23,"t1",201.8734,2001,201.8734,1,22.3810344827586,5,3,2,-46.1,0,30,5.71428571428572,2.02,5,0,0,3,5,0.50828275862069,NA,NA,3.96980563642857,1,NA,4.4,9.28985065528802,18.5985917570499,0,4.83,13.464298882482,0.97,0.17299952642753,-2.03031379432108,NA,0.986104210526316,1.83904,2.4373,1956.13066824561,-1.5,NA,59.6846743796855,14.8092466320241,-2.11417457050638,-4.78090042949362,1,3.34034924144444,6.21e-05,2376.29849782772,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","ABIE LAS",1486426,2003-08-21,"t1",12.0777,2003,3119.6661,0.0038714720142646,22.3810344827586,5,3,2,-46.1,0,30,5.71428571428572,2.02,5,0,0,3,5,0.50828275862069,NA,NA,3.96980563642857,1,NA,4.4,9.28985065528802,18.5985917570499,0,4.83,13.464298882482,0.97,0.17299952642753,-2.03031379432108,NA,0.986104210526316,1.83904,2.4373,1956.13066824561,-1.5,NA,59.6846743796855,14.8092466320241,-2.11417457050638,-4.78090042949362,1,3.34034924144444,6.21e-05,2376.29849782772,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
