"","nfi_plot","meas_date","biomass_total","meas_num","species_num","genus","species","variety","percent","species_rel","utm_n","utm_e","biomass_composition"
"845",1383116,"2004-JUN-20",7266.76,0,2,"PINU","CON","LAT",43.2,0.274,5830000,410000,3139.24032
"846",1383116,"2004-JUN-20",7266.76,0,1,"PICE","SPP",NA,56.8,0.726,5830000,410000,4127.51968
"847",1383116,"2013-AUG-07",7313.28,1,1,"PICE","SPP",NA,91.4,0.9,5830000,410000,6684.33792
"848",1383116,"2013-AUG-07",7313.28,1,2,"PINU","CON","LAT",8.6,0.1,5830000,410000,628.94208
"849",1383146,"2003-JUL-05",6277.09,0,1,"PINU","CON","LAT",93.2,0.872,5820000,530000,5850.24788
"850",1383146,"2003-JUL-05",6277.09,0,3,"PICE","ENG","GLA",0.9,0.021,5820000,530000,56.49381
"851",1383146,"2003-JUL-05",6277.09,0,2,"PSEU","MEN","GLA",5.9,0.106,5820000,530000,370.34831
"852",1383146,"2013-SEP-14",4846.42,1,1,"PSEU","MEN","GLA",59.2,0.588,5820000,530000,2869.08064
"853",1383146,"2013-SEP-14",4846.42,1,2,"PINU","CON","LAT",32.7,0.353,5820000,530000,1584.77934
"854",1383146,"2013-SEP-14",4846.42,1,3,"PICE","ENG","GLA",8.1,0.059,5820000,530000,392.56002
"855",1383151,"2003-JUL-01",1142.6,0,4,"PSEU","MEN","GLA",4.5,0.095,5820000,550000,51.417
"856",1383151,"2003-JUL-01",1142.6,0,2,"BETU","PAP",NA,16.1,0.19,5820000,550000,183.9586
"857",1383151,"2003-JUL-01",1142.6,0,1,"PINU","CON","LAT",68.9,0.571,5820000,550000,787.2514
"858",1383151,"2003-JUL-01",1142.6,0,3,"PICE","ENG","GLA",10.4,0.143,5820000,550000,118.8304
"859",1383151,"2009-AUG-07",1565.13,1,2,"BETU","PAP",NA,24.7,0.211,5820000,550000,386.58711
"860",1383151,"2009-AUG-07",1565.13,1,4,"PSEU","MEN","GLA",19.2,0.211,5820000,550000,300.50496
"861",1383151,"2009-AUG-07",1565.13,1,1,"PINU","CON","LAT",33.4,0.368,5820000,550000,522.75342
"862",1383151,"2009-AUG-07",1565.13,1,3,"PICE","ENG","GLA",22.7,0.211,5820000,550000,355.28451
"863",1383151,"2013-JUL-25",1680.59,2,4,"PICE","ENG","GLA",21.4,0.182,5820000,550000,359.64626
"864",1383151,"2013-JUL-25",1680.59,2,5,"POPU","TRE",NA,1.6,0.045,5820000,550000,26.88944
"865",1383151,"2013-JUL-25",1680.59,2,1,"PINU","CON","LAT",30.9,0.318,5820000,550000,519.30231
"866",1396871,"2003-JUN-26",4348.79,0,1,"PINU","CON","LAT",100,1,5790000,390000,4348.79
"867",1396871,"2013-AUG-09",5263.7,1,1,"PINU","CON","LAT",99.5,0.99,5790000,390000,5237.3815
"868",1396871,"2013-AUG-09",5263.7,1,2,"PICE","ENG","GLA",0.5,0.01,5790000,390000,26.3185
"869",1396896,"2003-JUL-07",1252.4,0,1,"PINU","CON","LAT",100,1,5780000,490000,1252.4
"870",1396896,"2013-SEP-12",1369.53,1,1,"PINU","CON","LAT",100,1,5780000,490000,1369.53
"871",1396936,"2003-JUL-24",7065.82,0,2,"PICE","ENG",NA,4.2,0.056,5770000,650000,296.76444
"872",1396936,"2003-JUL-24",7065.82,0,1,"ABIE","LAS",NA,95.8,0.944,5770000,650000,6769.05556
"873",1396936,"2013-JUL-19",6470.12,1,2,"PICE","ENG",NA,12.9,0.095,5770000,650000,834.64548
"874",1396936,"2013-JUL-19",6470.12,1,1,"ABIE","LAS",NA,87.1,0.905,5770000,650000,5635.47452
"875",1403851,"2000-AUG-20",14086.23,0,1,"TSUG","MER",NA,80.2,0.81,5740000,370000,11297.15646
"876",1403851,"2016-JUL-24",15869.75,1,1,"TSUG","MER",NA,71,0.75,5740000,370000,11267.5225
"877",1403851,"2016-JUL-24",15869.75,1,4,"TSUG","MER","HET",4.6,0.05,5740000,370000,730.0085
"878",1403871,"2003-JUL-20",3717.75,0,3,"TSUG","HET",NA,7.6,0.15,5730000,450000,282.549
"879",1403871,"2016-JUL-20",4841.76,1,3,"TSUG","MER",NA,8.3,0.136,5730000,450000,401.86608
"880",1410631,"2003-JUL-08",2055.09,0,1,"PINU","CON","LAT",100,1,5750000,380000,2055.09
"881",1410631,"2013-AUG-10",2337.99,1,1,"PINU","CON","LAT",100,1,5750000,380000,2337.99
"882",1410686,"2003-JUL-02",4332.53,0,2,"POPU","TRE",NA,11.5,0.2,5740000,6e+05,498.24095
"883",1410686,"2003-JUL-02",4332.53,0,3,"PINU","CON","LAT",4.5,0.025,5740000,6e+05,194.96385
"884",1410686,"2003-JUL-02",4332.53,0,1,"PSEU","MEN","GLA",84,0.775,5740000,6e+05,3639.3252
"885",1410686,"2013-JUL-21",4439.82,1,2,"POPU","TRE",NA,8.2,0.132,5740000,6e+05,364.06524
"886",1410686,"2013-JUL-21",4439.82,1,1,"PSEU","MEN","GLA",91.8,0.868,5740000,6e+05,4075.75476
"887",1410696,"2002-JUN-18",9175.95,0,1,"PINU","CON","LAT",98.2,0.98,5730000,640000,9010.7829
"888",1410696,"2002-JUN-18",9175.95,0,2,"PSEU","MEN","GLA",1.8,0.02,5730000,640000,165.1671
"889",1410696,"2013-JUL-17",4059.95,1,1,"PSEU","MEN","GLA",71.4,0.6,5730000,640000,2898.8043
"890",1410696,"2013-JUL-17",4059.95,1,3,"PINU","CON","LAT",12.8,0.2,5730000,640000,519.6736
"891",1410696,"2013-JUL-17",4059.95,1,2,"PICE","ENG","GLA",15.8,0.2,5730000,640000,641.4721
"892",1410756,"2000-AUG-16",4428.7,0,1,"ABIE","LAS",NA,50,0.579,5710000,470000,2214.35
"893",1410756,"2000-AUG-16",4428.7,0,2,"PICE","SPP",NA,30.2,0.211,5710000,470000,1337.4674
"894",1410756,"2000-AUG-16",4428.7,0,3,"TSUG","HET",NA,8.1,0.105,5710000,470000,358.7247
"895",1410756,"2016-JUL-19",5343.87,1,4,"PSEU","MEN",NA,8.7,0.063,5710000,470000,464.91669
"896",1410756,"2016-JUL-19",5343.87,1,3,"TSUG","HET",NA,14.2,0.188,5710000,470000,758.82954
"897",1410756,"2016-JUL-19",5343.87,1,2,"PICE","ENG","GLA",29.7,0.188,5710000,470000,1587.12939
"898",1410756,"2016-JUL-19",5343.87,1,1,"ABIE","LAS",NA,47.4,0.563,5710000,470000,2532.99438
"899",1410761,"2002-JUL-09",2711.07,0,2,"PICE","SPP",NA,25.8,0.313,5710000,490000,699.45606
"900",1410761,"2002-JUL-09",2711.07,0,1,"PSEU","MEN","GLA",49.3,0.375,5710000,490000,1336.55751
"901",1417516,"2004-JUN-21",4966.03,0,1,"PINU","CON","LAT",79.6,0.606,5730000,4e+05,3952.95988
"902",1417516,"2004-JUN-21",4966.03,0,3,"PICE","SPP",NA,6.7,0.121,5730000,4e+05,332.72401
"903",1417516,"2004-JUN-21",4966.03,0,4,"POPU","TRE",NA,2.3,0.121,5730000,4e+05,114.21869
"904",1417516,"2004-JUN-21",4966.03,0,2,"PSEU","MEN","GLA",11.4,0.152,5730000,4e+05,566.12742
"905",1417516,"2013-AUG-12",4481.78,1,1,"PINU","CON","LAT",37,0.35,5730000,4e+05,1658.2586
"906",1417516,"2013-AUG-12",4481.78,1,3,"PICE","SPP",NA,20,0.2,5730000,4e+05,896.356
"907",1417516,"2013-AUG-12",4481.78,1,4,"POPU","TRE",NA,6.5,0.2,5730000,4e+05,291.3157
"908",1417516,"2013-AUG-12",4481.78,1,2,"PSEU","MEN","GLA",36.4,0.25,5730000,4e+05,1631.36792
"909",1417521,"2004-JUN-24",3302.93,0,1,"PINU","CON","LAT",100,1,5720000,420000,3302.93
"910",1417521,"2013-AUG-13",3538.91,1,1,"PINU","CON","LAT",100,1,5720000,420000,3538.91
"911",1417526,"2003-AUG-27",2059.51,0,1,"PINU","CON","LAT",100,1,5720000,440000,2059.51
"912",1417526,"2013-AUG-24",1153.25,1,1,"PINU","CON","LAT",100,1,5720000,440000,1153.25
"913",1417536,"2004-JUN-14",1495.05,0,1,"PINU","CON","LAT",100,1,5720000,480000,1495.05
"914",1417536,"2013-AUG-17",1728.72,1,1,"PINU","CON","LAT",100,1,5720000,480000,1728.72
"915",1417566,"2009-AUG-20",97.66,1,1,"PINU","CON","LAT",100,1,5720000,6e+05,97.66
"916",1417566,"2013-JUL-07",297.46,2,1,"PINU","CON",NA,91.9,0.917,5720000,6e+05,273.36574
"917",1417566,"2013-JUL-07",297.46,2,2,"PICE","ENG","GLA",8.1,0.083,5720000,6e+05,24.09426
"918",1417576,"2004-JUN-18",5848.84,0,1,"PINU","CON","LAT",71.3,0.51,5710000,640000,4170.22292
"919",1417576,"2004-JUN-18",5848.84,0,2,"PSEU","MEN","GLA",28.7,0.49,5710000,640000,1678.61708
"920",1417576,"2009-AUG-21",4527.32,1,1,"PSEU","MEN","GLA",91.6,0.852,5710000,640000,4147.02512
"921",1417576,"2009-AUG-21",4527.32,1,2,"PINU","CON","LAT",8.4,0.148,5710000,640000,380.29488
"922",1417576,"2013-JUL-09",4403.79,2,2,"PINU","CON","LAT",6.9,0.125,5710000,640000,303.86151
"923",1417576,"2013-JUL-09",4403.79,2,1,"PSEU","MEN","GLA",93.1,0.875,5710000,640000,4099.92849
"924",1424411,"2000-AUG-30",5342.48,0,2,"ABIE","LAS",NA,6.4,0.138,5700000,460000,341.91872
"925",1424411,"2000-AUG-30",5342.48,0,3,"PICE","SPP",NA,6,0.138,5700000,460000,320.5488
"926",1424411,"2000-AUG-30",5342.48,0,1,"PINU","CON","LAT",87.6,0.724,5700000,460000,4680.01248
"927",1424411,"2013-AUG-15",4908.7,1,1,"PINU","CON","LAT",66.3,0.579,5700000,460000,3254.4681
"928",1424411,"2013-AUG-15",4908.7,1,3,"PICE","SPP",NA,16.7,0.211,5700000,460000,819.7529
"929",1424411,"2013-AUG-15",4908.7,1,2,"ABIE","LAS",NA,17,0.211,5700000,460000,834.479
"930",1424421,"2003-JUN-30",5275.01,0,1,"PINU","CON","LAT",100,1,5700000,5e+05,5275.01
"931",1424421,"2013-SEP-13",5436.59,1,1,"PINU","CON","LAT",98,0.974,5700000,5e+05,5327.8582
"932",1424421,"2013-SEP-13",5436.59,1,2,"PICE","ENG",NA,2,0.026,5700000,5e+05,108.7318
"933",1424456,"2004-JUN-16",4171.93,0,3,"POPU","TRE",NA,11,0.058,5690000,640000,458.9123
"934",1424471,"2002-JUN-23",3997.42,0,1,"PSEU","MEN","GLA",79.8,0.75,5690000,7e+05,3189.94116
"935",1424471,"2014-JUL-09",4754.69,1,1,"PSEU","MEN","GLA",96.1,0.912,5690000,7e+05,4569.25709
"936",1424471,"2014-JUL-09",4754.69,1,2,"BETU","PAP",NA,3.9,0.088,5690000,7e+05,185.43291
"937",1431326,"2001-MAY-24",5383.08,0,2,"PSEU","MEN","GLA",46.4,0.444,5680000,6e+05,2497.74912
"938",1431326,"2001-MAY-24",5383.08,0,1,"PINU","CON","LAT",53.6,0.556,5680000,6e+05,2885.33088
"939",1431326,"2009-AUG-18",1812.82,1,1,"PSEU","MEN","GLA",100,1,5680000,6e+05,1812.82
"940",1431326,"2013-JUN-23",2007.68,2,1,"PSEU","MEN","GLA",100,1,5680000,6e+05,2007.68
"941",1431371,"2002-JUL-06",17501.25,0,3,"TSUG","HET",NA,12,0.133,5660000,360000,2100.15
"942",1431371,"2002-JUL-06",17501.25,0,1,"THUJ","PLI",NA,45.6,0.622,5660000,360000,7980.57
"943",1431371,"2015-JUL-31",14805.33,1,1,"THUJ","PLI",NA,52.3,0.61,5660000,360000,7743.18759
"944",1431371,"2015-JUL-31",14805.33,1,3,"TSUG","HET",NA,13.6,0.146,5660000,360000,2013.52488
"945",1438251,"2003-JUL-18",10596.83,0,2,"TSUG","HET",NA,45.3,0.438,5640000,360000,4800.36399
"946",1438251,"2003-JUL-18",10596.83,0,3,"BETU","PAP",NA,7.8,0.063,5640000,360000,826.55274
"947",1438251,"2003-JUL-18",10596.83,0,1,"THUJ","PLI",NA,46.9,0.5,5640000,360000,4969.91327
"948",1438251,"2015-AUG-02",8550.3,1,1,"THUJ","PLI",NA,52.2,0.545,5640000,360000,4463.2566
"949",1438251,"2015-AUG-02",8550.3,1,2,"TSUG","HET",NA,46.3,0.364,5640000,360000,3958.7889
"950",1438251,"2015-AUG-02",8550.3,1,3,"TAXU","BRE",NA,1.5,0.091,5640000,360000,128.2545
"951",1445086,"2003-JUL-22",3837.2,0,1,"PSEU","MEN","GLA",100,1,5640000,6e+05,3837.2
"952",1445086,"2014-JUL-02",4529.54,1,1,"PSEU","MEN","GLA",100,1,5640000,6e+05,4529.54
"953",1445106,"2003-JUL-21",3056.25,0,3,"BETU","PAP",NA,1.7,0.05,5630000,680000,51.95625
"954",1445106,"2003-JUL-21",3056.25,0,4,"POPU","TRE",NA,1.7,0.05,5630000,680000,51.95625
"955",1445106,"2003-JUL-21",3056.25,0,1,"PSEU","MEN","GLA",92,0.75,5630000,680000,2811.75
"956",1445106,"2003-JUL-21",3056.25,0,2,"PICE","GLA",NA,4.6,0.15,5630000,680000,140.5875
"957",1445106,"2009-AUG-17",3484.58,1,2,"PICE","GLA",NA,3.7,0.095,5630000,680000,128.92946
"958",1445106,"2009-AUG-17",3484.58,1,1,"PSEU","MEN","GLA",92.9,0.81,5630000,680000,3237.17482
"959",1445106,"2014-JUL-03",3667.71,2,2,"BETU","PAP",NA,1.7,0.05,5630000,680000,62.35107
"960",1445106,"2014-JUL-03",3667.71,2,3,"PICE","GLA",NA,1.7,0.05,5630000,680000,62.35107
"961",1445106,"2014-JUL-03",3667.71,2,1,"PSEU","MEN","GLA",96.6,0.9,5630000,680000,3543.00786
"962",1445171,"2003-AUG-20",3663.85,0,1,"ABIE","LAS",NA,100,1,5600000,510000,3663.85
"963",1445171,"2016-JUL-18",3990.33,1,1,"ABIE","LAS",NA,100,1,5600000,510000,3990.33
"964",1452016,"2004-JUL-26",15715.17,0,1,"TSUG","HET",NA,77.2,0.706,5600000,370000,12132.11124
"965",1452016,"2004-JUL-26",15715.17,0,2,"THUJ","PLI",NA,22.8,0.294,5600000,370000,3583.05876
"966",1452016,"2015-AUG-04",16039.88,1,1,"TSUG","HET",NA,76.6,0.677,5600000,370000,12286.54808
"967",1452016,"2015-AUG-04",16039.88,1,2,"THUJ","PLI",NA,23.4,0.323,5600000,370000,3753.33192
"968",1452066,"2002-JUL-10",2403.59,0,1,"PSEU","MEN","GLA",91.5,0.786,5580000,570000,2199.28485
"969",1452066,"2002-JUL-10",2403.59,0,2,"PINU","CON","LAT",8.5,0.214,5580000,570000,204.30515
"970",1458736,"2002-JUN-29",20985.36,0,1,"TSUG","HET",NA,95.3,0.952,5600000,580000,19999.04808
"971",1458736,"2002-JUN-29",20985.36,0,2,"THUJ","PLI",NA,3.5,0.032,5600000,580000,734.4876
"972",1458736,"2002-JUN-29",20985.36,0,3,"PICE","SIT",NA,1.2,0.016,5600000,580000,251.82432
"973",1458736,"2009-AUG-26",23449.53,1,1,"TSUG","HET",NA,96.6,0.959,5600000,580000,22652.24598
"974",1458736,"2009-AUG-26",23449.53,1,2,"THUJ","PLI",NA,3.4,0.041,5600000,580000,797.28402
"975",1458736,"2016-JUL-01",25712.91,2,1,"TSUG","HET",NA,96.8,0.957,5600000,580000,24890.09688
"976",1458736,"2016-JUL-01",25712.91,2,2,"THUJ","PLI",NA,3.2,0.043,5600000,580000,822.81312
"977",1458861,"2000-JUL-24",8746.26,0,1,"PSEU","MEN","GLA",98.1,0.929,5590000,660000,8580.08106
"978",1458861,"2000-JUL-24",8746.26,0,2,"JUNI","SCO",NA,1.9,0.071,5590000,660000,166.17894
"979",1458861,"2014-JUN-26",9689.55,1,1,"PSEU","MEN","GLA",97.9,0.926,5590000,660000,9486.06945
"980",1458861,"2014-JUN-26",9689.55,1,2,"JUNI","SCO",NA,2.1,0.074,5590000,660000,203.48055
"981",1458951,"2001-MAY-26",1997.1,0,1,"PSEU","MEN","GLA",68,0.905,5550000,590000,1358.028
"982",1458951,"2016-JUL-12",2724.06,1,1,"PSEU","MEN",NA,75,0.939,5550000,590000,2043.045
"983",1465761,"2002-JUN-20",6886.32,0,1,"PSEU","MEN","GLA",83,0.769,5570000,310000,5715.6456
"984",1465761,"2002-JUN-20",6886.32,0,2,"ABIE","LAS",NA,17,0.231,5570000,310000,1170.6744
"985",1465761,"2015-AUG-05",4979.72,1,1,"PSEU","MEN","GLA",100,1,5570000,310000,4979.72
"986",1465781,"2003-JUL-16",8054.09,0,1,"PSEU","MEN","GLA",100,1,5560000,390000,8054.09
"987",1465781,"2015-JUL-14",8544.99,1,1,"PSEU","MEN","GLA",100,1,5560000,390000,8544.99
"988",1465841,"2001-MAY-28",10157.85,0,1,"ABIE","LAS",NA,52.6,0.556,5530000,630000,5343.0291
"989",1465841,"2001-MAY-28",10157.85,0,2,"PICE","ENG",NA,47.4,0.444,5530000,630000,4814.8209
"990",1465841,"2016-JUL-03",11899.56,1,1,"PICE","ENG",NA,50.4,0.52,5530000,630000,5997.37824
"991",1465841,"2016-JUL-03",11899.56,1,2,"ABIE","LAS",NA,49.6,0.48,5530000,630000,5902.18176
"992",1472691,"2001-MAY-30",6457.6,0,1,"PSEU","MEN","GLA",51.6,0.459,5520000,5e+05,3332.1216
"993",1472691,"2001-MAY-30",6457.6,0,2,"LARI","OCC",NA,45.2,0.432,5520000,5e+05,2918.8352
"994",1472691,"2001-MAY-30",6457.6,0,3,"TSUG","HET",NA,2,0.054,5520000,5e+05,129.152
"995",1472691,"2001-MAY-30",6457.6,0,4,"ABIE","LAS",NA,0.6,0.027,5520000,5e+05,38.7456
"996",1472691,"2001-MAY-30",6457.6,0,5,"PICE","ENG",NA,0.6,0.027,5520000,5e+05,38.7456
"997",1472691,"2016-JUL-09",8284.8,1,1,"LARI","OCC",NA,47.5,0.462,5520000,5e+05,3935.28
"998",1472691,"2016-JUL-09",8284.8,1,2,"PSEU","MEN",NA,47.3,0.423,5520000,5e+05,3918.7104
"999",1472691,"2016-JUL-09",8284.8,1,3,"TSUG","HET",NA,4.2,0.077,5520000,5e+05,347.9616
"1000",1472691,"2016-JUL-09",8284.8,1,4,"ABIE","LAS",NA,1,0.038,5520000,5e+05,82.848
"1001",1472701,"2000-SEP-11",3105.47,0,1,"ABIE","LAS",NA,48.6,0.7,5520000,540000,1509.25842
"1002",1472701,"2000-SEP-11",3105.47,0,2,"PINU","ALB",NA,30.3,0.175,5520000,540000,940.95741
"1003",1472701,"2000-SEP-11",3105.47,0,3,"LARI","LYA",NA,21.1,0.125,5520000,540000,655.25417
"1004",1472701,"2016-JUL-07",3915.15,1,1,"ABIE","LAS",NA,45.5,0.644,5520000,540000,1781.39325
"1005",1472701,"2016-JUL-07",3915.15,1,2,"PINU","ALB",NA,30.4,0.178,5520000,540000,1190.2056
"1006",1472701,"2016-JUL-07",3915.15,1,3,"LARI","LYA",NA,23.3,0.156,5520000,540000,912.22995
"1007",1472701,"2016-JUL-07",3915.15,1,4,"PICE","ENG",NA,0.9,0.022,5520000,540000,35.23635
"1008",1479401,"2001-JUN-06",4977.18,0,1,"PSEU","MEN","MEN",77.7,0.714,5550000,680000,3867.26886
"1009",1479401,"2001-JUN-06",4977.18,0,4,"TSUG","HET",NA,3.4,0.071,5550000,680000,169.22412
"1010",1479401,"2009-AUG-25",7523.07,1,1,"PSEU","MEN","MEN",78.3,0.714,5550000,680000,5890.56381
"1011",1479401,"2009-AUG-25",7523.07,1,3,"TSUG","HET",NA,4.6,0.107,5550000,680000,346.06122
"1012",1479401,"2016-JUN-27",9030.08,2,1,"PSEU","MEN",NA,84.3,0.76,5550000,680000,7612.35744
"1013",1479406,"2002-JUL-06",9205.8,0,1,"THUJ","PLI",NA,41.2,0.286,5550000,7e+05,3792.7896
"1014",1479406,"2002-JUL-06",9205.8,0,2,"CHAM","NOO",NA,37.8,0.25,5550000,7e+05,3479.7924
"1015",1479406,"2002-JUL-06",9205.8,0,3,"TSUG","HET",NA,17.7,0.25,5550000,7e+05,1629.4266
"1016",1479406,"2002-JUL-06",9205.8,0,4,"ABIE","AMA",NA,1.7,0.143,5550000,7e+05,156.4986
"1017",1479406,"2002-JUL-06",9205.8,0,5,"TAXU","BRE",NA,0.8,0.036,5550000,7e+05,73.6464
"1018",1479406,"2002-JUL-06",9205.8,0,6,"TSUG","MER",NA,0.8,0.036,5550000,7e+05,73.6464
"1019",1479406,"2016-JUN-29",9917.95,1,1,"THUJ","PLI",NA,42.9,0.323,5550000,7e+05,4254.80055
"1020",1479566,"2004-JUL-28",7281.64,0,1,"ABIE","LAS",NA,83.5,0.9,5510000,480000,6080.1694
"1021",1479566,"2004-JUL-28",7281.64,0,2,"PINU","ALB",NA,15.5,0.067,5510000,480000,1128.6542
"1022",1479566,"2004-JUL-28",7281.64,0,3,"TSUG","MER",NA,1,0.033,5510000,480000,72.8164
"1023",1479566,"2015-JUL-22",6728.14,1,1,"ABIE","LAS",NA,97.5,0.944,5510000,480000,6559.9365
"1024",1479566,"2015-JUL-22",6728.14,1,2,"TSUG","MER",NA,2.5,0.056,5510000,480000,168.2035
"1025",1479586,"2002-JUL-09",7513.41,0,1,"PSEU","MEN",NA,97,0.813,5500000,560000,7288.0077
"1026",1479586,"2002-JUL-09",7513.41,0,2,"JUNI","SCO",NA,3,0.188,5500000,560000,225.4023
"1027",1479586,"2016-JUN-30",7869.78,1,1,"PSEU","MEN",NA,96.8,0.786,5500000,560000,7617.94704
"1028",1479586,"2016-JUN-30",7869.78,1,2,"JUNI","SCO",NA,2.3,0.143,5500000,560000,181.00494
"1029",1479586,"2016-JUN-30",7869.78,1,3,"JUNI","SPP",NA,0.9,0.071,5500000,560000,70.82802
"1030",1486291,"2002-JUL-16",33865.18,0,3,"TSUG","HET",NA,11.4,0.083,5530000,290000,3860.63052
"1031",1486291,"2016-AUG-12",34856.13,1,3,"THUJ","PLI",NA,11.3,0.063,5530000,290000,3938.74269
"1032",1486426,"2003-AUG-21",3495.6,0,1,"PINU","CON","LAT",73.7,0.538,5500000,4e+05,2576.2572
"1033",1486426,"2003-AUG-21",3495.6,0,2,"LARI","OCC",NA,15.2,0.231,5500000,4e+05,531.3312
"1034",1486426,"2015-JUL-15",3396.67,1,5,"PSEU","MEN","GLA",9.7,0.111,5500000,4e+05,329.47699
"1035",1486451,"2000-SEP-08",7013.67,0,1,"ABIE","LAS",NA,96.5,0.93,5480000,5e+05,6768.19155
"1036",1486451,"2000-SEP-08",7013.67,0,2,"LARI","LYA",NA,3.5,0.07,5480000,5e+05,245.47845
"1037",1486451,"2016-JUL-11",6986.09,1,1,"ABIE","LAS",NA,99.2,0.971,5480000,5e+05,6930.20128
"1038",1486451,"2016-JUL-11",6986.09,1,2,"LARI","LYA",NA,0.8,0.029,5480000,5e+05,55.88872
"1039",1486476,"2000-SEP-12",6018.38,0,1,"PINU","CON","LAT",75.6,0.874,5470000,6e+05,4549.89528
"1040",1486476,"2000-SEP-12",6018.38,0,2,"PSEU","MEN","GLA",23.5,0.116,5470000,6e+05,1414.3193
"1041",1486476,"2000-SEP-12",6018.38,0,3,"LARI","OCC",NA,0.9,0.011,5470000,6e+05,54.16542
"1042",1486476,"2016-JUL-01",7675.1,1,1,"PINU","CON",NA,73.1,0.865,5470000,6e+05,5610.4981
"1043",1486476,"2016-JUL-01",7675.1,1,2,"PSEU","MEN",NA,25.7,0.125,5470000,6e+05,1972.5007
"1044",1486476,"2016-JUL-01",7675.1,1,3,"LARI","OCC",NA,1.3,0.01,5470000,6e+05,99.7763
"1045",1493241,"2001-OCT-01",7347.72,0,1,"TSUG","HET",NA,77.4,0.648,5500000,570000,5687.13528
"1046",1493241,"2001-OCT-01",7347.72,0,2,"THUJ","PLI",NA,17.4,0.296,5500000,570000,1278.50328
"1047",1493241,"2001-OCT-01",7347.72,0,3,"PSEU","MEN","MEN",5.2,0.056,5500000,570000,382.08144
"1048",1493241,"2009-AUG-28",7971.24,1,1,"TSUG","HET",NA,77,0.667,5500000,570000,6137.8548
"1049",1493241,"2009-AUG-28",7971.24,1,2,"THUJ","PLI",NA,19.4,0.313,5500000,570000,1546.42056
"1050",1493241,"2009-AUG-28",7971.24,1,3,"PSEU","MEN",NA,3.6,0.021,5500000,570000,286.96464
"1051",1493241,"2016-AUG-07",9219.71,2,1,"TSUG","HET",NA,77.9,0.729,5500000,570000,7182.15409
"1052",1493241,"2016-AUG-07",9219.71,2,2,"THUJ","PLI",NA,18.5,0.25,5500000,570000,1705.64635
"1053",1493241,"2016-AUG-07",9219.71,2,3,"PSEU","MEN",NA,3.6,0.021,5500000,570000,331.90956
"1054",1493316,"2003-JUN-20",8813.24,0,1,"PICE","ENG","GLA",81.7,0.776,5470000,440000,7200.41708
"1055",1493316,"2003-JUN-20",8813.24,0,2,"ABIE","LAS",NA,15.6,0.19,5470000,440000,1374.86544
"1056",1493316,"2003-JUN-20",8813.24,0,3,"TSUG","HET",NA,2.7,0.034,5470000,440000,237.95748
"1057",1493316,"2015-JUL-19",11624.27,1,1,"PICE","ENG","GLA",82.4,0.754,5470000,440000,9578.39848
"1058",1493316,"2015-JUL-19",11624.27,1,2,"ABIE","LAS",NA,15.5,0.228,5470000,440000,1801.76185
"1059",1493316,"2015-JUL-19",11624.27,1,3,"TSUG","HET",NA,2.1,0.018,5470000,440000,244.10967
"1060",1493381,"2004-JUL-30",4134.23,0,1,"ABIE","LAS",NA,71.6,0.872,5440000,690000,2960.10868
"1061",1493381,"2004-JUL-30",4134.23,0,2,"LARI","LYA",NA,19.1,0.103,5440000,690000,789.63793
"1062",1493381,"2004-JUL-30",4134.23,0,3,"PINU","ALB",NA,9.4,0.026,5440000,690000,388.61762
"1063",1493381,"2016-JUL-05",4599.71,1,1,"ABIE","LAS",NA,75.5,0.9,5440000,690000,3472.78105
"1064",1493381,"2016-JUL-05",4599.71,1,2,"LARI","LYA",NA,15.6,0.075,5440000,690000,717.55476
"1065",1493381,"2016-JUL-05",4599.71,1,3,"PINU","ALB",NA,8.9,0.025,5440000,690000,409.37419
"1066",1500046,"2003-JUL-09",8271.01,0,1,"CHAM","NOO",NA,52.2,0.521,5490000,710000,4317.46722
"1067",1500046,"2016-AUG-05",8333.95,1,1,"CHAM","NOO",NA,55.4,0.532,5490000,710000,4617.0083
"1068",1500051,"2005-JUL-03",8718.55,0,3,"ABIE","AMA",NA,6.3,0.194,5490000,290000,549.26865
"1069",1500051,"2016-AUG-11",8569.18,1,3,"ABIE","AMA",NA,6.8,0.189,5490000,290000,582.70424
"1070",1500066,"2002-JUL-17",27662.79,0,4,"TSUG","MER",NA,8.6,0.032,5490000,350000,2378.99994
"1071",1500066,"2016-AUG-04",25818.6,1,4,"TSUG","MER",NA,9.1,0.03,5490000,350000,2349.4926
"1072",1500241,"2004-JUL-29",1248.94,0,1,"PINU","CON","LAT",63,0.5,5430000,610000,786.8322
"1073",1500241,"2016-JUL-06",3194.3,1,3,"LARI","OCC",NA,17.2,0.167,5430000,610000,549.4196
"1074",1506946,"2000-AUG-24",2325.88,0,1,"PSEU","MEN","MEN",62.2,0.565,5470000,350000,1446.69736
"1075",1506946,"2000-AUG-24",2325.88,0,2,"PINU","CON","CON",27.2,0.217,5470000,350000,632.63936
"1076",1506946,"2000-AUG-24",2325.88,0,3,"TSUG","HET",NA,8.8,0.174,5470000,350000,204.67744
"1077",1506946,"2000-AUG-24",2325.88,0,4,"THUJ","PLI",NA,1.8,0.043,5470000,350000,41.86584
"1078",1506946,"2016-JUN-22",3325.27,1,1,"PSEU","MEN",NA,58.4,0.595,5470000,350000,1941.95768
"1079",1506946,"2016-JUN-22",3325.27,1,4,"THUJ","PLI",NA,3.3,0.027,5470000,350000,109.73391
