"","nfi_plot","meas_date","biomass_total","meas_num","species_num","genus","species","variety","percent","species_rel","utm_n","utm_e","biomass_composition"
"94",1080471,"2003-AUG-18",66.8061,0,1,"PICE","MAR",NA,100,1,6690000,410000,66.8061
"95",1080471,"2009-JUL-25",78.7055,1,1,"PICE","MAR",NA,100,1,6690000,410000,78.7055
"96",1080481,"2003-AUG-20",158.3637,0,1,"PICE","MAR",NA,100,1,6680000,450000,158.3637
"97",1080481,"2009-JUL-25",176.4618,1,1,"PICE","MAR",NA,100,1,6680000,450000,176.4618
"98",1087331,"2004-JUL-21",93.636,0,1,"PICE","MAR",NA,100,1,6680000,660000,93.636
"99",1087331,"2017-AUG-10",51.0963,1,1,"PICE","MAR",NA,100,1,6680000,660000,51.0963
"100",1087351,"2003-AUG-18",39.3463,0,1,"PICE","MAR",NA,99,0.969,6670000,410000,38.952837
"101",1087351,"2003-AUG-18",39.3463,0,2,"PINU","BAN",NA,1,0.031,6670000,410000,0.393463
"102",1087351,"2015-AUG-19",46.5912,1,1,"PICE","MAR",NA,97,0.976,6670000,410000,45.193464
"103",1087351,"2015-AUG-19",46.5912,1,2,"PINU","BAN",NA,4,0.024,6670000,410000,1.863648
"104",1087376,"2003-AUG-15",5.4754,0,1,"PICE","GLA",NA,100,1,6650000,510000,5.4754
"105",1087376,"2015-AUG-19",6.5359,1,1,"PICE","GLA",NA,100,1,6650000,510000,6.5359
"106",1094196,"2009-JUL-29",69.5169,0,1,"PICE","MAR",NA,100,1,6660000,6e+05,69.5169
"107",1094196,"2021-JUL-24",114.051,1,1,"PICE","MAR",NA,100,1,6660000,6e+05,114.051
"108",812056,"2005-AUG-08",30.4491,0,4,"SALI","PLA",NA,5,0.174,7480000,4e+05,1.522455
"109",812056,"2005-AUG-08",30.4491,0,5,"SALI","SPP",NA,4,0.13,7480000,4e+05,1.217964
"110",812056,"2021-JUL-17",5.2925,1,1,"PICE","GLA",NA,100,1,7480000,4e+05,5.2925
"111",846436,"2005-AUG-12",44.1825,0,1,"PICE","MAR",NA,99,0.933,7380000,580000,43.740675
"112",846436,"2005-AUG-12",44.1825,0,2,"BETU","GLA",NA,1,0.067,7380000,580000,0.441825
"113",846436,"2021-JUL-19",47.6854,1,1,"PICE","MAR",NA,100,1,7380000,580000,47.6854
"114",853296,"2005-AUG-13",73.9545,0,7,"PICE","MAR",NA,1,0.021,7360000,510000,0.739545
"115",853296,"2005-AUG-13",73.9545,0,1,"PICE","GLA",NA,74,0.375,7360000,510000,54.72633
"116",853296,"2021-JUL-21",75.9795,1,4,"POPU","TRE",NA,1,0.04,7360000,510000,0.759795
"117",853296,"2021-JUL-21",75.9795,1,1,"PICE","GLA",NA,40,0.52,7360000,510000,30.3918
"118",853296,"2021-JUL-21",75.9795,1,2,"PICE","MAR",NA,36,0.24,7360000,510000,27.35262
"119",853296,"2021-JUL-21",75.9795,1,3,"LARI","LAR",NA,23,0.2,7360000,510000,17.475285
"120",853326,"2005-AUG-12",43.5627,0,2,"LARI","LAR",NA,45,0.286,7360000,620000,19.603215
"121",853326,"2005-AUG-12",43.5627,0,1,"PICE","MAR",NA,46,0.429,7360000,620000,20.038842
"122",853326,"2021-JUL-18",46.1759,1,3,"PICE","GLA",NA,10,0.182,7360000,620000,4.61759
"123",853346,"2005-AUG-09",28.4695,0,1,"PICE","GLA",NA,95,0.583,7360000,430000,27.046025
"124",853346,"2005-AUG-09",28.4695,0,2,"SALI","SPP",NA,3,0.25,7360000,430000,0.854085
"125",853346,"2005-AUG-09",28.4695,0,3,"ALNU","CRI",NA,1,0.083,7360000,430000,0.284695
"126",853346,"2005-AUG-09",28.4695,0,4,"PICE","MAR",NA,1,0.083,7360000,430000,0.284695
"127",853346,"2021-JUL-20",39.0148,1,1,"PICE","GLA",NA,100,1,7360000,430000,39.0148
"128",860171,"2006-JUL-26",10.303,0,1,"PICE","MAR",NA,97,0.909,7330000,490000,9.99391
"129",860171,"2006-JUL-26",10.303,0,2,"PICE","GLA",NA,3,0.091,7330000,490000,0.30909
"130",860171,"2021-JUL-21",54.5923,1,1,"PICE","MAR",NA,100,1,7330000,490000,54.5923
"131",867091,"2005-AUG-07",38.2319,0,3,"BETU","GLA",NA,6,0.195,7320000,370000,2.293914
"132",867091,"2005-AUG-07",38.2319,0,4,"SALI","SPP",NA,3,0.098,7320000,370000,1.146957
"133",867091,"2005-AUG-07",38.2319,0,5,"SALI","PLA",NA,2,0.049,7320000,370000,0.764638
"134",867091,"2005-AUG-07",38.2319,0,6,"LARI","LAR",NA,1,0.024,7320000,370000,0.382319
"135",867091,"2021-JUL-17",77.2051,1,1,"PICE","MAR",NA,66,0.575,7320000,370000,50.955366
"136",867091,"2021-JUL-17",77.2051,1,2,"PICE","GLA",NA,20,0.275,7320000,370000,15.44102
"137",867091,"2021-JUL-17",77.2051,1,3,"LARI","LAR",NA,15,0.15,7320000,370000,11.580765
"138",873921,"2006-JUL-24",58.9988,0,1,"PICE","MAR",NA,82,0.702,7290000,450000,48.379016
"139",873921,"2006-JUL-24",58.9988,0,2,"LARI","LAR",NA,18,0.298,7290000,450000,10.619784
"140",873921,"2021-JUL-16",79.0491,1,1,"PICE","MAR",NA,79,0.633,7290000,450000,62.448789
"141",873921,"2021-JUL-16",79.0491,1,2,"LARI","LAR",NA,21,0.367,7290000,450000,16.600311
"142",873961,"2005-AUG-01",31.7832,0,1,"PICE","MAR",NA,84,0.429,7300000,610000,26.697888
"143",873961,"2005-AUG-01",31.7832,0,4,"PICE","SPP",NA,2,0.143,7300000,610000,0.635664
"144",873961,"2019-AUG-03",42.745,1,1,"PICE","MAR",NA,78,0.667,7300000,610000,33.3411
"145",873961,"2019-AUG-03",42.745,1,2,"LARI","LAR",NA,19,0.278,7300000,610000,8.12155
"146",873961,"2019-AUG-03",42.745,1,3,"PICE","GLA",NA,3,0.056,7300000,610000,1.28235
"147",880786,"2006-JUL-26",36.4429,0,1,"PICE","MAR",NA,100,1,7270000,390000,36.4429
"148",880786,"2021-JUL-16",62.9512,1,1,"PICE","MAR",NA,100,1,7270000,390000,62.9512
"149",880796,"2006-JUL-25",20.6194,0,1,"PICE","MAR",NA,85,0.565,7270000,430000,17.52649
"150",880796,"2006-JUL-25",20.6194,0,2,"LARI","LAR",NA,15,0.435,7270000,430000,3.09291
"151",880796,"2021-JUL-13",32.7094,1,1,"PICE","MAR",NA,84,0.692,7270000,430000,27.475896
"152",880796,"2021-JUL-13",32.7094,1,2,"LARI","LAR",NA,16,0.308,7270000,430000,5.233504
"153",880806,"2002-AUG-12",50.2,0,1,"PICE","MAR",NA,98,0.875,7280000,470000,49.196
"154",880806,"2002-AUG-12",50.2,0,2,"LARI","LAR",NA,2,0.125,7280000,470000,1.004
"155",880806,"2021-JUL-15",72.4083,1,1,"PICE","MAR",NA,83,0.875,7280000,470000,60.098889
"156",880806,"2021-JUL-15",72.4083,1,2,"LARI","LAR",NA,17,0.125,7280000,470000,12.309411
"157",880821,"2005-AUG-01",20.6464,0,5,"PICE","GLA",NA,2,0.03,7280000,530000,0.412928
"158",880821,"2021-JUL-14",43.8488,1,1,"PICE","MAR",NA,37,0.789,7280000,530000,16.224056
"159",880846,"2002-AUG-09",1.9776,0,2,"PICE","MAR",NA,33,0.333,7280000,630000,0.652608
"160",880846,"2002-AUG-09",1.9776,0,1,"LARI","LAR",NA,67,0.667,7280000,630000,1.324992
"161",880846,"2019-AUG-04",12.5488,1,1,"LARI","LAR",NA,63,0.571,7280000,630000,7.905744
"162",880846,"2019-AUG-04",12.5488,1,2,"PICE","MAR",NA,37,0.429,7280000,630000,4.643056
"163",880886,"2005-AUG-03",64.7154,0,1,"PICE","GLA",NA,93,0.655,7280000,510000,60.185322
"164",880886,"2019-AUG-07",72.8868,1,1,"PICE","GLA",NA,100,1,7280000,510000,72.8868
"165",887701,"2005-AUG-02",34.927,0,1,"PICE","MAR",NA,94,0.714,7260000,530000,32.83138
"166",887701,"2005-AUG-02",34.927,0,2,"ALNU","CRI",NA,2,0.095,7260000,530000,0.69854
"167",887701,"2005-AUG-02",34.927,0,3,"BETU","GLA",NA,2,0.095,7260000,530000,0.69854
"168",887701,"2005-AUG-02",34.927,0,4,"LARI","LAR",NA,2,0.095,7260000,530000,0.69854
"169",887701,"2021-JUL-13",8.2619,1,1,"PICE","MAR",NA,100,1,7260000,530000,8.2619
"170",887706,"2005-JUL-31",23.6752,0,1,"BETU","GLA",NA,60,0.6,7260000,550000,14.20512
"171",887706,"2005-JUL-31",23.6752,0,2,"ALNU","CRI",NA,20,0.2,7260000,550000,4.73504
"172",887706,"2005-JUL-31",23.6752,0,3,"SALI","SPP",NA,20,0.2,7260000,550000,4.73504
"173",887706,"2019-AUG-02",9.2078,1,1,"PICE","MAR",NA,72,0.938,7260000,550000,6.629616
"174",887706,"2019-AUG-02",9.2078,1,2,"LARI","LAR",NA,28,0.063,7260000,550000,2.578184
"175",887711,"2002-AUG-09",0.4784,0,1,"PICE","MAR",NA,100,1,7260000,570000,0.4784
"176",887711,"2019-AUG-01",0.5236,1,1,"POPU","TRE",NA,100,1,7260000,570000,0.5236
"177",887751,"2005-AUG-03",51.2194,0,1,"PICE","MAR",NA,87,0.769,7260000,450000,44.560878
"178",887751,"2005-AUG-03",51.2194,0,2,"LARI","LAR",NA,12,0.077,7260000,450000,6.146328
"179",887751,"2005-AUG-03",51.2194,0,3,"PICE","GLA",NA,1,0.077,7260000,450000,0.512194
"180",887751,"2005-AUG-03",51.2194,0,4,"SALI","SPP",NA,1,0.077,7260000,450000,0.512194
"181",887751,"2019-AUG-05",57.3439,1,1,"PICE","MAR",NA,73,0.727,7260000,450000,41.861047
"182",887751,"2019-AUG-05",57.3439,1,2,"PICE","GLA",NA,17,0.182,7260000,450000,9.748463
"183",887751,"2019-AUG-05",57.3439,1,3,"LARI","LAR",NA,11,0.091,7260000,450000,6.307829
"184",894591,"2005-JUL-30",60.4674,0,4,"BETU","PAP",NA,9,0.081,7240000,570000,5.442066
"185",894591,"2005-JUL-30",60.4674,0,5,"BETU","PAP","NEO",1,0.027,7240000,570000,0.604674
"186",894591,"2019-JUL-31",170.7672,1,1,"PICE","MAR",NA,60,0.526,7240000,570000,102.46032
"187",901546,"2006-JUL-30",93.5929,0,1,"PICE","MAR",NA,57,0.675,7210000,580000,53.347953
"188",901546,"2006-JUL-30",93.5929,0,2,"PICE","GLA",NA,31,0.3,7210000,580000,29.013799
"189",901546,"2006-JUL-30",93.5929,0,3,"LARI","LAR",NA,12,0.025,7210000,580000,11.231148
"190",901546,"2019-AUG-06",78.2343,1,2,"PICE","GLA",NA,23,0.256,7210000,580000,17.993889
"191",901546,"2019-AUG-06",78.2343,1,1,"PICE","MAR",NA,76,0.718,7210000,580000,59.458068
"192",901546,"2019-AUG-06",78.2343,1,3,"LARI","LAR",NA,1,0.026,7210000,580000,0.782343
"193",901566,"2005-AUG-05",36.8916,0,1,"PICE","MAR",NA,100,1,7210000,380000,36.8916
"194",901566,"2019-AUG-06",49.2436,1,1,"PICE","MAR",NA,100,1,7210000,380000,49.2436
"195",908331,"2002-AUG-19",4.9222,0,1,"PICE","MAR",NA,100,1,7200000,490000,4.9222
"196",908331,"2021-JUL-14",2.7908,1,1,"PICE","GLA",NA,100,1,7200000,490000,2.7908
"197",908381,"2005-JUL-29",36.5071,0,1,"PICE","MAR",NA,100,1,7200000,410000,36.5071
"198",908381,"2019-AUG-02",NA,1,1,"PICE","MAR",NA,100,1,7200000,410000,NA
"199",915246,"2002-AUG-28",47.3108,0,3,"PICE","MAR",NA,1,0.01,7180000,630000,0.473108
"200",915246,"2002-AUG-28",47.3108,0,1,"PICE","SPP",NA,98,0.98,7180000,630000,46.364584
"201",915246,"2002-AUG-28",47.3108,0,2,"PICE","GLA",NA,1,0.01,7180000,630000,0.473108
"202",915246,"2019-JUL-31",24.6093,1,1,"PICE","MAR",NA,93,0.941,7180000,630000,22.886649
"203",915246,"2019-JUL-31",24.6093,1,2,"BETU","PAP",NA,7,0.059,7180000,630000,1.722651
"204",915266,"2005-AUG-29",51.9801,0,1,"PICE","MAR",NA,98,0.925,7180000,430000,50.940498
"205",915266,"2005-AUG-29",51.9801,0,2,"ALNU","CRI",NA,1,0.038,7180000,430000,0.519801
"206",915266,"2005-AUG-29",51.9801,0,3,"BETU","GLA",NA,1,0.019,7180000,430000,0.519801
"207",915266,"2005-AUG-29",51.9801,0,4,"SALI","SPP",NA,1,0.019,7180000,430000,0.519801
"208",915266,"2019-AUG-01",115.6473,1,1,"PICE","MAR",NA,100,1,7180000,430000,115.6473
"209",915301,"2005-AUG-04",1.8475,0,1,"SALI","PLA",NA,60,0.6,7180000,560000,1.1085
"210",915301,"2005-AUG-04",1.8475,0,2,"POPU","TRE",NA,40,0.4,7180000,560000,0.739
"211",915301,"2019-AUG-09",20.5365,1,1,"POPU","TRE",NA,89,0.463,7180000,560000,18.277485
"212",915301,"2019-AUG-09",20.5365,1,2,"SALI","GLA",NA,6,0.341,7180000,560000,1.23219
"213",915301,"2019-AUG-09",20.5365,1,3,"PICE","MAR",NA,5,0.171,7180000,560000,1.026825
"214",915301,"2019-AUG-09",20.5365,1,4,"POPU","BAL",NA,1,0.024,7180000,560000,0.205365
"215",929016,"2004-AUG-28",126.346,0,1,"PICE","MAR",NA,100,1,7140000,380000,126.346
"216",929016,"2018-AUG-23",217.7845,1,1,"PICE","MAR",NA,100,1,7140000,380000,217.7845
"217",929021,"2004-AUG-29",55.7482,0,1,"PICE","MAR",NA,100,1,7140000,4e+05,55.7482
"218",929021,"2018-AUG-24",92.513,1,1,"PICE","MAR",NA,100,1,7140000,4e+05,92.513
"219",929061,"2005-AUG-05",42.0332,0,1,"PICE","MAR",NA,59,0.786,7140000,560000,24.799588
"220",929061,"2005-AUG-05",42.0332,0,2,"LARI","LAR",NA,38,0.107,7140000,560000,15.972616
"221",929061,"2005-AUG-05",42.0332,0,3,"SALI","SPP",NA,2,0.071,7140000,560000,0.840664
"222",929061,"2005-AUG-05",42.0332,0,4,"SHEP","CAN",NA,1,0.036,7140000,560000,0.420332
"223",929061,"2018-AUG-29",83.7609,1,1,"PICE","MAR",NA,83,0.921,7140000,560000,69.521547
"224",929061,"2018-AUG-29",83.7609,1,2,"LARI","LAR",NA,17,0.079,7140000,560000,14.239353
"225",929066,"2005-AUG-06",110.9155,0,1,"PICE","MAR",NA,84,0.889,7140000,580000,93.16902
"226",929066,"2005-AUG-06",110.9155,0,2,"PICE","GLA",NA,17,0.111,7140000,580000,18.855635
"227",929066,"2019-AUG-09",166.5901,1,1,"PICE","MAR",NA,84,0.796,7140000,580000,139.935684
"228",935891,"2004-AUG-30",45.7679,0,1,"PICE","MAR",NA,88,0.563,7120000,360000,40.275752
"229",935891,"2004-AUG-30",45.7679,0,2,"BETU","NEO",NA,12,0.438,7120000,360000,5.492148
"230",935891,"2019-JUL-30",51.7005,1,4,"BETU","NEO",NA,2,0.053,7120000,360000,1.03401
"231",942786,"2004-SEP-01",19.5937,0,1,"POPU","TRE",NA,100,1,7100000,420000,19.5937
"232",942786,"2018-AUG-25",31.6729,1,1,"POPU","TRE",NA,100,1,7100000,420000,31.6729
"233",949656,"2004-SEP-02",46.708,0,1,"PICE","MAR",NA,92,0.7,7080000,380000,42.97136
"234",949656,"2004-SEP-02",46.708,0,2,"BETU","NEO",NA,8,0.3,7080000,380000,3.73664
"235",949656,"2018-AUG-27",29.6347,1,1,"PICE","MAR",NA,71,0.667,7080000,380000,21.040637
"236",949656,"2018-AUG-27",29.6347,1,2,"BETU","PAP",NA,29,0.333,7080000,380000,8.594063
"237",970321,"2004-AUG-25",0.8388,0,1,"POPU","TRE",NA,75,0.75,7020000,480000,0.6291
"238",970321,"2004-AUG-25",0.8388,0,2,"PICE","GLA",NA,25,0.25,7020000,480000,0.2097
"239",970321,"2018-AUG-20",2.9261,1,1,"PICE","GLA",NA,100,1,7020000,480000,2.9261
"240",970336,"2005-JUL-27",22.3729,0,2,"POPU","TRE",NA,11,0.105,7020000,540000,2.461019
"241",970336,"2005-JUL-27",22.3729,0,1,"BETU","GLA",NA,90,0.895,7020000,540000,20.13561
"242",970336,"2018-AUG-28",0.4428,1,1,"PICE","MAR",NA,100,1,7020000,540000,0.4428
"243",977196,"2004-AUG-26",3.9473,0,1,"PICE","GLA",NA,84,0.667,7e+06,460000,3.315732
"244",977196,"2004-AUG-26",3.9473,0,2,"SALI","SCO",NA,17,0.333,7e+06,460000,0.671041
"245",977196,"2018-AUG-26",9.3758,1,1,"PICE","GLA",NA,99,0.833,7e+06,460000,9.282042
"246",977196,"2018-AUG-26",9.3758,1,2,"POPU","TRE",NA,1,0.167,7e+06,460000,0.093758
"247",977211,"2004-SEP-03",39.0411,0,1,"PICE","MAR",NA,97,0.7,7e+06,520000,37.869867
"248",977211,"2004-SEP-03",39.0411,0,2,"LARI","LAR",NA,3,0.3,7e+06,520000,1.171233
"249",977211,"2018-AUG-30",NA,1,1,"LARI","LAR",NA,100,1,7e+06,520000,NA
"250",977281,"2004-JUL-18",222.665,0,1,"PINU","BAN",NA,100,0.98,6980000,490000,222.665
"251",977281,"2004-JUL-18",222.665,0,2,"PICE","MAR",NA,0,0.02,6980000,490000,0
"252",977281,"2015-AUG-25",227.4785,1,1,"PINU","BAN",NA,97,0.574,6980000,490000,220.654145
"253",977281,"2015-AUG-25",227.4785,1,2,"PICE","MAR",NA,3,0.426,6980000,490000,6.824355
