"","nfi_plot","meas_date","biomass_total","loc_id","meas_num","species_num","genus","species","variety","percent","species_ltrel","utm_n","utm_e","percent/100","percent/100 * biomass_total"
"35",1025351,"2018-AUG-17",1106.82,0,1,1,"PICE","MAR","",100,1,6860000,430000,1,1106.82
"36",1025501,"2003-AUG-19",482.26,0,0,2,"POPU","BAL","",4.4,0.063,6800000,390000,0.044,21.21944
"37",1025501,"2003-AUG-19",482.26,0,0,1,"PICE","GLA","",95.6,0.938,6800000,390000,0.956,461.04056
"38",1025501,"2009-JUL-23",541.54,0,1,1,"PICE","GLA","",94.8,0.944,6800000,390000,0.948,513.37992
"39",1025501,"2009-JUL-23",541.54,0,1,2,"POPU","BAL","",5.2,0.056,6800000,390000,0.052,28.16008
"40",1032241,"2004-JUL-14",7000.11,0,0,2,"POPU","BAL","",2.3,0.022,6840000,470000,0.023,161.00253
"41",1032241,"2004-JUL-14",7000.11,0,0,1,"PICE","GLA","",97.7,0.978,6840000,470000,0.977,6839.10747
"42",1032241,"2018-AUG-18",7796.58,0,1,1,"PICE","GLA","",96,0.964,6840000,470000,0.96,7484.7168
"43",1032241,"2018-AUG-18",7796.58,0,1,2,"POPU","BAL","",4,0.036,6840000,470000,0.04,311.8632
"44",1032316,"2004-JUL-17",3549.13,0,0,1,"POPU","TRE","",98.7,0.988,6820000,450000,0.987,3502.99131
"45",1032316,"2004-JUL-17",3549.13,0,0,2,"POPU","BAL","",1.3,0.013,6820000,450000,0.013,46.13869
"46",1032316,"2015-AUG-23",4882.39,0,1,1,"POPU","TRE","",100,1,6820000,450000,1,4882.39
"47",1032381,"2003-AUG-19",180.09,0,0,1,"POPU","BAL","",100,1,6780000,380000,1,180.09
"48",1032381,"2015-AUG-17",550.63,0,1,2,"POPU","BAL","",49.2,0.25,6780000,380000,0.492,270.90996
"49",1032381,"2015-AUG-17",550.63,0,1,1,"SALI","MAC","",50.8,0.75,6780000,380000,0.508,279.72004
"50",1039171,"2003-AUG-30",109.21,0,0,1,"LARI","LAR","",100,1,6810000,350000,1,109.21
"51",1039171,"2009-JUL-28",109.54,0,1,1,"LARI","LAR","",100,1,6810000,350000,1,109.54
"52",1039211,"2003-AUG-26",1441.2,0,0,2,"POPU","BAL","",10.3,0.222,6790000,510000,0.103,148.4436
"53",1039211,"2003-AUG-26",1441.2,0,0,3,"POPU","TRE","",4.5,0.056,6790000,510000,0.045,64.854
"54",1039211,"2003-AUG-26",1441.2,0,0,1,"PICE","GLA","",85.2,0.722,6790000,510000,0.852,1227.9024
"55",1039211,"2009-JUL-26",1763.53,0,1,1,"PICE","GLA","",85.2,0.722,6790000,510000,0.852,1502.52756
"56",1039211,"2009-JUL-26",1763.53,0,1,2,"POPU","BAL","",10,0.222,6790000,510000,0.1,176.353
"57",1039211,"2009-JUL-26",1763.53,0,1,3,"POPU","TRE","",4.8,0.056,6790000,510000,0.048,84.64944
"58",1046031,"2004-JUL-13",325.96,0,0,1,"PICE","MAR","",100,1,6800000,590000,1,325.96
"59",1046031,"2017-AUG-15",279.72,0,1,1,"PICE","MAR","",100,1,6800000,590000,1,279.72
"60",1046046,"2004-JUL-15",946.75,0,0,1,"PICE","GLA","",77.8,0.654,6800000,650000,0.778,736.5715
"61",1046046,"2004-JUL-15",946.75,0,0,3,"LARI","LAR","",1.9,0.038,6800000,650000,0.019,17.98825
"62",1046046,"2004-JUL-15",946.75,0,0,2,"PICE","MAR","",20.3,0.308,6800000,650000,0.203,192.19025
"63",1046046,"2009-JUL-28",869.82,0,1,1,"PICE","GLA","",67.9,0.591,6800000,650000,0.679,590.60778
"64",1046046,"2009-JUL-28",869.82,0,1,2,"PICE","MAR","",22.8,0.364,6800000,650000,0.228,198.31896
"65",1046046,"2009-JUL-28",869.82,0,1,3,"LARI","LAR","",9.3,0.045,6800000,650000,0.093,80.89326
"66",1046086,"2003-AUG-16",434.64,0,0,2,"PICE","MAR","",19.7,0.231,6780000,480000,0.197,85.62408
"67",1046086,"2003-AUG-16",434.64,0,0,3,"BETU","PAP","",11.6,0.154,6780000,480000,0.116,50.41824
"68",1046086,"2003-AUG-16",434.64,0,0,4,"PICE","GLA","",9.9,0.154,6780000,480000,0.099,43.02936
"69",1046086,"2003-AUG-16",434.64,0,0,1,"LARI","LAR","",58.8,0.462,6780000,480000,0.588,255.56832
"70",1046086,"2015-AUG-22",621.58,0,1,2,"PICE","MAR","",30.7,0.368,6780000,480000,0.307,190.82506
"71",1046086,"2015-AUG-22",621.58,0,1,3,"BETU","PAP","",8.8,0.105,6780000,480000,0.088,54.69904
"72",1046086,"2015-AUG-22",621.58,0,1,4,"PICE","GLA","",7.8,0.105,6780000,480000,0.078,48.48324
"73",1046086,"2015-AUG-22",621.58,0,1,1,"LARI","LAR","",52.7,0.421,6780000,480000,0.527,327.57266
"74",1052881,"2004-JUL-12",4493.77,0,0,1,"PICE","GLA","",73.1,0.4,6780000,470000,0.731,3284.94587
"75",1052881,"2004-JUL-12",4493.77,0,0,4,"LARI","LAR","",2.2,0.04,6780000,470000,0.022,98.86294
"76",1052881,"2017-AUG-14",5160.58,0,1,2,"POPU","BAL","",11.5,0.375,6780000,470000,0.115,593.4667
"77",1052881,"2017-AUG-14",5160.58,0,1,3,"PICE","MAR","",11.4,0.167,6780000,470000,0.114,588.30612
"78",1052881,"2017-AUG-14",5160.58,0,1,1,"PICE","GLA","",75.1,0.417,6780000,470000,0.751,3875.59558
"79",1052881,"2017-AUG-14",5160.58,0,1,4,"LARI","LAR","",2.1,0.042,6780000,470000,0.021,108.37218
"80",1052971,"2004-JUL-22",711.42,0,0,2,"PICE","GLA","",11.4,0.111,6750000,500000,0.114,81.10188
"81",1052971,"2004-JUL-22",711.42,0,0,3,"LARI","LAR","",5.6,0.037,6750000,500000,0.056,39.83952
"82",1052971,"2004-JUL-22",711.42,0,0,1,"PINU","BAN","",83,0.852,6750000,500000,0.83,590.4786
"83",1052971,"2015-AUG-15",1167.1,0,1,2,"PICE","GLA","",11.5,0.125,6750000,500000,0.115,134.2165
"84",1052971,"2015-AUG-15",1167.1,0,1,3,"LARI","LAR","",5.2,0.025,6750000,500000,0.052,60.6892
"85",1052971,"2015-AUG-15",1167.1,0,1,1,"PINU","BAN","",83.3,0.85,6750000,500000,0.833,972.1943
"86",1052991,"2003-AUG-20",1617.51,0,0,1,"PICE","GLA","",64.2,0.568,6740000,580000,0.642,1038.44142
"87",1052991,"2003-AUG-20",1617.51,0,0,3,"LARI","LAR","",4.7,0.027,6740000,580000,0.047,76.02297
"88",1052991,"2003-AUG-20",1617.51,0,0,2,"PICE","MAR","",31.1,0.405,6740000,580000,0.311,503.04561
"89",1052991,"2009-JUL-26",1593.09,0,1,1,"PICE","GLA","",59,0.5,6740000,580000,0.59,939.9231
"90",1052991,"2009-JUL-26",1593.09,0,1,2,"PICE","MAR","",36.4,0.472,6740000,580000,0.364,579.88476
"91",1052991,"2009-JUL-26",1593.09,0,1,3,"LARI","LAR","",4.6,0.028,6740000,580000,0.046,73.28214
"92",1053006,"2003-AUG-16",709.41,0,0,1,"PICE","MAR","",100,1,6740000,640000,1,709.41
"93",1053006,"2015-AUG-18",477.98,0,1,1,"PICE","MAR","",100,1,6740000,640000,1,477.98
"94",1053031,"2003-AUG-22",4096.62,0,0,1,"PICE","GLA","",96.5,0.961,6720000,410000,0.965,3953.2383
"95",1053031,"2009-JUL-24",4614.05,0,1,1,"PICE","GLA","",96.5,0.964,6720000,410000,0.965,4452.55825
"96",1059821,"2003-AUG-17",148.64,0,0,1,"LARI","LAR","",87.3,0.833,6750000,380000,0.873,129.76272
"97",1059821,"2003-AUG-17",148.64,0,0,2,"PICE","MAR","",12.7,0.167,6750000,380000,0.127,18.87728
"98",1059821,"2015-AUG-23",120.73,0,1,2,"PICE","MAR","",12,0.167,6750000,380000,0.12,14.4876
"99",1059821,"2015-AUG-23",120.73,0,1,1,"LARI","LAR","",88,0.833,6750000,380000,0.88,106.2424
"100",1059831,"2003-AUG-17",729.8,0,0,1,"PICE","MAR","",67.8,0.762,6740000,420000,0.678,494.8044
"101",1059831,"2015-AUG-22",748.45,0,1,3,"PINU","BAN","",8.7,0.045,6740000,420000,0.087,65.11515
"102",1059831,"2015-AUG-22",748.45,0,1,4,"POPU","TRE","",7.9,0.045,6740000,420000,0.079,59.12755
"103",1059831,"2015-AUG-22",748.45,0,1,2,"LARI","LAR","",15.5,0.136,6740000,420000,0.155,116.00975
"104",1059831,"2015-AUG-22",748.45,0,1,1,"PICE","MAR","",67.9,0.773,6740000,420000,0.679,508.19755
"105",1059906,"2003-AUG-22",2278.66,0,0,3,"POPU","BAL","",26.8,0.205,6700000,390000,0.268,610.68088
"106",1059906,"2015-AUG-17",2815.62,0,1,2,"POPU","TRE","",29.2,0.273,6700000,390000,0.292,822.16104
"107",1059906,"2015-AUG-17",2815.62,0,1,3,"POPU","BAL","",23.3,0.164,6700000,390000,0.233,656.03946
"108",1059906,"2015-AUG-17",2815.62,0,1,1,"PICE","GLA","",47.6,0.564,6700000,390000,0.476,1340.23512
"109",1066646,"2004-JUL-08",4047.46,0,0,1,"POPU","TRE","",86.4,0.786,6740000,490000,0.864,3497.00544
"110",1066646,"2004-JUL-08",4047.46,0,0,5,"POPU","BAL","",0.7,0.024,6740000,490000,0.007,28.33222
"111",1066646,"2004-JUL-08",4047.46,0,0,2,"SALI","SCO","",6.2,0.143,6740000,490000,0.062,250.94252
"112",1066646,"2017-AUG-09",5610.14,0,1,1,"POPU","TRE","",96.9,0.952,6740000,490000,0.969,5436.22566
"113",1066646,"2017-AUG-09",5610.14,0,1,2,"PICE","GLA","",3.1,0.048,6740000,490000,0.031,173.91434
"114",1066676,"2017-AUG-16",22.25,0,1,1,"PICE","MAR","",100,1,6740000,610000,1,22.25
"115",1066691,"2004-JUL-20",1663.39,0,0,1,"PICE","MAR","",75.7,0.773,6730000,340000,0.757,1259.18623
"116",1066691,"2004-JUL-20",1663.39,0,0,2,"PINU","BAN","",24.3,0.227,6730000,340000,0.243,404.20377
"117",1066691,"2017-AUG-16",1835.64,0,1,1,"PICE","MAR","",76.4,0.786,6730000,340000,0.764,1402.42896
"118",1066691,"2017-AUG-16",1835.64,0,1,2,"PINU","BAN","",23.6,0.214,6730000,340000,0.236,433.21104
"119",1066766,"2003-AUG-21",605.71,0,0,1,"PINU","BAN","",97,0.941,6700000,630000,0.97,587.5387
"120",1066766,"2003-AUG-21",605.71,0,0,2,"PICE","MAR","",3,0.059,6700000,630000,0.03,18.1713
"121",1066766,"2015-AUG-18",606.12,0,1,1,"PINU","BAN","",100,1,6700000,630000,1,606.12
"122",1073521,"2004-JUL-12",9094.42,0,0,1,"PICE","GLA","",55.7,0.429,6720000,470000,0.557,5065.59194
"123",1073521,"2004-JUL-12",9094.42,0,0,2,"POPU","BAL","",22.8,0.321,6720000,470000,0.228,2073.52776
"124",1073521,"2004-JUL-12",9094.42,0,0,3,"POPU","TRE","",17.1,0.143,6720000,470000,0.171,1555.14582
"125",1073521,"2004-JUL-12",9094.42,0,0,4,"BETU","PAP","",4.5,0.107,6720000,470000,0.045,409.2489
"126",1073521,"2017-AUG-13",9179.72,0,1,1,"PICE","GLA","",67.6,0.65,6720000,470000,0.676,6205.49072
"127",1073521,"2017-AUG-13",9179.72,0,1,4,"BETU","PAP","",3.6,0.05,6720000,470000,0.036,330.46992
"128",1073566,"2004-JUL-20",254.39,0,0,1,"PICE","MAR","",67.3,0.7,6720000,640000,0.673,171.20447
"129",1073566,"2004-JUL-20",254.39,0,0,2,"LARI","LAR","",32.7,0.3,6720000,640000,0.327,83.18553
"130",1073566,"2009-JUL-29",286.38,0,1,1,"PICE","MAR","",64.5,0.636,6720000,640000,0.645,184.7151
"131",1073566,"2009-JUL-29",286.38,0,1,2,"LARI","LAR","",35.5,0.364,6720000,640000,0.355,101.6649
"132",1080421,"2004-JUL-09",125.44,0,0,1,"PICE","MAR","",67.9,0.714,6700000,540000,0.679,85.17376
"133",1080421,"2004-JUL-09",125.44,0,0,2,"LARI","LAR","",32.1,0.286,6700000,540000,0.321,40.26624
"134",1080421,"2017-AUG-11",148.01,0,1,1,"PICE","MAR","",56.6,0.625,6700000,540000,0.566,83.77366
"135",1080421,"2017-AUG-11",148.01,0,1,2,"LARI","LAR","",43.4,0.375,6700000,540000,0.434,64.23634
"136",1080431,"2004-JUL-21",3260.05,0,0,4,"PICE","MAR","",10.6,0.127,6700000,580000,0.106,345.5653
"137",1080431,"2004-JUL-21",3260.05,0,0,1,"POPU","TRE","",40.9,0.394,6700000,580000,0.409,1333.36045
"138",1080431,"2017-AUG-11",3372.83,0,1,1,"POPU","TRE","",51.1,0.5,6700000,580000,0.511,1723.51613
"139",1080431,"2017-AUG-11",3372.83,0,1,2,"PINU","CON","",32.3,0.261,6700000,580000,0.323,1089.42409
"140",1080431,"2017-AUG-11",3372.83,0,1,3,"PICE","MAR","",16.7,0.239,6700000,580000,0.167,563.26261
"141",1080481,"2003-AUG-20",325.7,0,0,1,"PICE","MAR","",100,1,6680000,450000,1,325.7
"142",1080481,"2009-JUL-25",398.59,0,1,1,"PICE","MAR","",96.2,0.947,6680000,450000,0.962,383.44358
"143",1080481,"2009-JUL-25",398.59,0,1,2,"LARI","LAR","",3.8,0.053,6680000,450000,0.038,15.14642
"144",1087286,"2004-JUL-11",11433.57,0,0,1,"PICE","GLA","",58.3,0.765,6680000,480000,0.583,6665.77131
"145",1087286,"2004-JUL-11",11433.57,0,0,2,"POPU","TRE","",41.7,0.235,6680000,480000,0.417,4767.79869
"146",1087286,"2018-AUG-15",7569.17,0,1,1,"PICE","GLA","",87,0.909,6680000,480000,0.87,6585.1779
"147",1087286,"2018-AUG-15",7569.17,0,1,2,"POPU","TRE","",13,0.091,6680000,480000,0.13,983.9921
"148",1087331,"2004-JUL-21",660.08,0,0,1,"PICE","MAR","",100,1,6680000,660000,1,660.08
"149",1087331,"2017-AUG-10",474.36,0,1,1,"PICE","MAR","",100,1,6680000,660000,1,474.36
"150",1087371,"2003-AUG-15",3587.52,0,0,2,"PICE","GLA","",28.7,0.333,6660000,490000,0.287,1029.61824
"151",1087371,"2003-AUG-15",3587.52,0,0,3,"POPU","TRE","",7.3,0.167,6660000,490000,0.073,261.88896
"152",1087371,"2003-AUG-15",3587.52,0,0,1,"POPU","BAL","",64,0.5,6660000,490000,0.64,2296.0128
"153",1087371,"2015-AUG-21",3699.79,0,1,1,"POPU","BAL","",58,0.567,6660000,490000,0.58,2145.8782
"154",1087371,"2015-AUG-21",3699.79,0,1,3,"POPU","TRE","",7.5,0.133,6660000,490000,0.075,277.48425
"155",1087371,"2015-AUG-21",3699.79,0,1,2,"PICE","GLA","",34.5,0.3,6660000,490000,0.345,1276.42755
"156",1087376,"2003-AUG-15",7310.32,0,0,1,"PICE","GLA","",58.8,0.548,6650000,510000,0.588,4298.46816
"157",1087376,"2003-AUG-15",7310.32,0,0,2,"POPU","TRE","",41.2,0.452,6650000,510000,0.412,3011.85184
"158",1087376,"2015-AUG-19",7456.34,0,1,2,"POPU","TRE","",43.5,0.451,6650000,510000,0.435,3243.5079
"159",1087376,"2015-AUG-19",7456.34,0,1,1,"PICE","GLA","",56.5,0.549,6650000,510000,0.565,4212.8321
"160",1094196,"2009-JUL-29",28.62,0,0,1,"PICE","MAR","",100,1,6660000,600000,1,28.62
"161",1094196,"2021-JUL-24",67.11,0,1,1,"PICE","MAR","",100,1,6660000,600000,1,67.11
"162",812056,"2005-AUG-08",742.24,0,0,1,"PICE","GLA","",92,0.889,7480000,400000,0.92,682.8608
"163",812056,"2005-AUG-08",742.24,0,0,2,"PICE","MAR","",8,0.111,7480000,400000,0.08,59.3792
"164",812056,"2021-JUL-17",688.41,0,1,1,"PICE","GLA","",92.5,0.913,7480000,400000,0.925,636.77925
"165",812056,"2021-JUL-17",688.41,0,1,2,"PICE","MAR","",7.5,0.087,7480000,400000,0.075,51.63075
"166",839566,"2005-AUG-08",626.94,0,0,1,"PICE","GLA","",100,1,7400000,620000,1,626.94
"167",839566,"2021-JUL-19",748.87,0,1,1,"PICE","GLA","",100,1,7400000,620000,1,748.87
"168",846436,"2005-AUG-12",94.66,0,0,1,"PICE","MAR","",100,1,7380000,580000,1,94.66
"169",846436,"2021-JUL-19",112.38,0,1,1,"PICE","MAR","",100,1,7380000,580000,1,112.38
"170",846466,"2005-AUG-10",275.55,0,0,1,"PICE","GLA","",86.2,0.8,7380000,430000,0.862,237.5241
"171",846466,"2005-AUG-10",275.55,0,0,2,"LARI","LAR","",13.8,0.2,7380000,430000,0.138,38.0259
"172",846466,"2021-JUL-20",388.45,0,1,2,"LARI","LAR","",27.4,0.3,7380000,430000,0.274,106.4353
"173",846466,"2021-JUL-20",388.45,0,1,1,"PICE","GLA","",72.6,0.7,7380000,430000,0.726,282.0147
"174",853296,"2005-AUG-13",76.12,0,0,1,"PICE","GLA","",100,1,7360000,510000,1,76.12
"175",853296,"2021-JUL-21",1128.27,0,1,1,"PICE","GLA","",66.7,0.684,7360000,510000,0.667,752.55609
"176",853296,"2021-JUL-21",1128.27,0,1,2,"LARI","LAR","",33.3,0.316,7360000,510000,0.333,375.71391
"177",853326,"2005-AUG-12",279.6,0,0,1,"PICE","GLA","",100,1,7360000,620000,1,279.6
"178",853326,"2021-JUL-18",314.32,0,1,1,"PICE","GLA","",94,0.9,7360000,620000,0.94,295.4608
"179",853326,"2021-JUL-18",314.32,0,1,2,"LARI","LAR","",6,0.1,7360000,620000,0.06,18.8592
"180",853346,"2005-AUG-09",659.78,0,0,2,"LARI","LAR","",3.3,0.1,7360000,430000,0.033,21.77274
"181",853346,"2005-AUG-09",659.78,0,0,1,"PICE","GLA","",96.7,0.9,7360000,430000,0.967,638.00726
"182",853346,"2021-JUL-20",436.63,0,1,1,"PICE","GLA","",100,1,7360000,430000,1,436.63
"183",867091,"2005-AUG-07",78.66,0,0,1,"PICE","GLA","",100,1,7320000,370000,1,78.66
"184",867091,"2021-JUL-17",88.97,0,1,1,"PICE","GLA","",100,1,7320000,370000,1,88.97
"185",873921,"2006-JUL-24",51.87,0,0,1,"PICE","MAR","",100,1,7290000,450000,1,51.87
"186",873921,"2021-JUL-16",71.23,0,1,1,"PICE","MAR","",100,1,7290000,450000,1,71.23
"187",873961,"2005-AUG-01",346.98,0,0,1,"PICE","GLA","",67.6,0.643,7300000,610000,0.676,234.55848
"188",873961,"2005-AUG-01",346.98,0,0,2,"PICE","MAR","",32.4,0.357,7300000,610000,0.324,112.42152
"189",873961,"2019-AUG-03",378.13,0,1,2,"PICE","MAR","",22.6,0.313,7300000,610000,0.226,85.45738
"190",873961,"2019-AUG-03",378.13,0,1,1,"PICE","GLA","",77.4,0.688,7300000,610000,0.774,292.67262
"191",874051,"2006-JUL-30",778.45,0,0,1,"PICE","GLA","",93.8,0.8,7280000,410000,0.938,730.1861
"192",874051,"2006-JUL-30",778.45,0,0,2,"PICE","MAR","",6.2,0.2,7280000,410000,0.062,48.2639
"193",874051,"2019-AUG-08",1076.84,0,1,2,"PICE","MAR","",6.4,0.091,7280000,410000,0.064,68.91776
"194",874051,"2019-AUG-08",1076.84,0,1,1,"PICE","GLA","",93.6,0.909,7280000,410000,0.936,1007.92224
"195",880806,"2002-AUG-12",34.18,0,0,1,"LARI","LAR","",54.2,0.5,7280000,470000,0.542,18.52556
"196",880806,"2002-AUG-12",34.18,0,0,2,"PICE","MAR","",45.8,0.5,7280000,470000,0.458,15.65444
"197",880806,"2021-JUL-15",48.96,0,1,2,"LARI","LAR","",34.8,0.333,7280000,470000,0.348,17.03808
"198",880806,"2021-JUL-15",48.96,0,1,1,"PICE","MAR","",65.2,0.667,7280000,470000,0.652,31.92192
"199",880821,"2005-AUG-01",116.28,0,0,2,"LARI","LAR","",17.5,0.167,7280000,530000,0.175,20.349
"200",880821,"2005-AUG-01",116.28,0,0,1,"PICE","MAR","",82.5,0.833,7280000,530000,0.825,95.931
"201",880821,"2021-JUL-14",160.38,0,1,1,"PICE","MAR","",100,1,7280000,530000,1,160.38
"202",880841,"2002-AUG-07",115.09,0,0,1,"PICE","MAR","",100,1,7280000,610000,1,115.09
"203",880841,"2019-AUG-03",545.72,0,1,1,"PICE","MAR","",100,1,7280000,610000,1,545.72
"204",880846,"2002-AUG-09",22.83,0,0,1,"PICE","MAR","",100,1,7280000,630000,1,22.83
"205",880846,"2019-AUG-04",92.84,0,1,1,"PICE","MAR","",66.1,0.667,7280000,630000,0.661,61.36724
"206",880846,"2019-AUG-04",92.84,0,1,2,"LARI","LAR","",33.9,0.333,7280000,630000,0.339,31.47276
"207",880886,"2005-AUG-03",169.2,0,0,2,"PICE","GLA","",39.3,0.429,7280000,510000,0.393,66.4956
"208",880886,"2005-AUG-03",169.2,0,0,1,"PICE","MAR","",60.7,0.571,7280000,510000,0.607,102.7044
"209",880886,"2019-AUG-07",228.69,0,1,1,"PICE","MAR","",54.8,0.5,7280000,510000,0.548,125.32212
"210",880886,"2019-AUG-07",228.69,0,1,2,"PICE","GLA","",27.7,0.3,7280000,510000,0.277,63.34713
"211",880886,"2019-AUG-07",228.69,0,1,3,"LARI","LAR","",17.5,0.2,7280000,510000,0.175,40.02075
"212",887711,"2002-AUG-09",2421.49,0,0,2,"PICE","GLA","",7.9,0.047,7260000,570000,0.079,191.29771
"213",887711,"2002-AUG-09",2421.49,0,0,1,"PICE","MAR","",92.1,0.953,7260000,570000,0.921,2230.19229
"214",887711,"2019-AUG-01",4139.55,0,1,1,"PICE","MAR","",61.8,0.786,7260000,570000,0.618,2558.2419
"215",887711,"2019-AUG-01",4139.55,0,1,2,"PICE","GLA","",38.2,0.214,7260000,570000,0.382,1581.3081
"216",887751,"2005-AUG-03",779.7,0,0,2,"PICE","GLA","",21.3,0.211,7260000,450000,0.213,166.0761
"217",887751,"2005-AUG-03",779.7,0,0,3,"LARI","LAR","",5.2,0.053,7260000,450000,0.052,40.5444
"218",887751,"2005-AUG-03",779.7,0,0,1,"PICE","MAR","",73.4,0.737,7260000,450000,0.734,572.2998
"219",887751,"2019-AUG-05",853.84,0,1,3,"LARI","LAR","",4.5,0.045,7260000,450000,0.045,38.4228
"220",887751,"2019-AUG-05",853.84,0,1,1,"PICE","MAR","",71.3,0.727,7260000,450000,0.713,608.78792
"221",887751,"2019-AUG-05",853.84,0,1,2,"PICE","GLA","",24.2,0.227,7260000,450000,0.242,206.62928
"222",887761,"2005-AUG-04",1335.73,0,0,1,"PICE","GLA","",80.9,0.833,7260000,490000,0.809,1080.60557
"223",887761,"2005-AUG-04",1335.73,0,0,2,"PICE","MAR","",19.1,0.167,7260000,490000,0.191,255.12443
"224",887761,"2019-AUG-08",1762.89,0,1,1,"PICE","GLA","",77.6,0.74,7260000,490000,0.776,1368.00264
"225",887761,"2019-AUG-08",1762.89,0,1,2,"PICE","MAR","",22.4,0.26,7260000,490000,0.224,394.88736
"226",894591,"2005-JUL-30",153.48,0,0,3,"POPU","TRE","",12.7,0.143,7240000,570000,0.127,19.49196
"227",894591,"2019-JUL-31",981.14,0,1,1,"PICE","MAR","",78.4,0.778,7240000,570000,0.784,769.21376
"228",894591,"2019-JUL-31",981.14,0,1,2,"BETU","PAP","NEO",17.6,0.194,7240000,570000,0.176,172.68064
"229",894591,"2019-JUL-31",981.14,0,1,3,"POPU","TRE","",4,0.028,7240000,570000,0.04,39.2456
"230",901506,"2006-JUL-29",63.93,0,0,1,"LARI","LAR","",74.2,0.667,7220000,430000,0.742,47.43606
