"","nfi_plot","loc_id","meas_num","species_num","genus","species","variety","percent","species_ltrel","meas_date","utm_n","utm_e"
"24",1018511,0,1,2,"PICE","GLA","",21.8,0.259,"2016-AUG-18",6880000,590000
"25",1018511,0,1,3,"LARI","LAR","",13.2,0.074,"2016-AUG-18",6880000,590000
"26",1018521,0,0,1,"PICE","MAR","",89.1,0.943,"2003-AUG-29",6880000,630000
"27",1018521,0,0,2,"PICE","GLA","",9.2,0.029,"2003-AUG-29",6880000,630000
"28",1018521,0,0,3,"POPU","BAL","",1.7,0.029,"2003-AUG-29",6880000,630000
"29",1018521,0,1,1,"PICE","MAR","",97.7,0.963,"2016-AUG-19",6880000,630000
"30",1018521,0,1,2,"POPU","BAL","",2.3,0.037,"2016-AUG-19",6880000,630000
"31",1018546,0,0,1,"PINU","BAN","",100,1,"2003-AUG-24",6870000,420000
"32",1018546,0,1,1,"PINU","BAN","",100,1,"2009-JUL-27",6870000,420000
"33",1018566,0,0,1,"PICE","MAR","",100,1,"2003-AUG-23",6860000,490000
"34",1018566,0,1,1,"PICE","MAR","",100,1,"2009-JUL-27",6860000,490000
"35",1025351,0,0,1,"PICE","MAR","",100,1,"2004-JUL-13",6860000,430000
"36",1025351,0,1,1,"PICE","MAR","",100,1,"2018-AUG-17",6860000,430000
"37",1025376,0,1,1,"PICE","MAR","",100,1,"2016-AUG-19",6860000,530000
"38",1025421,0,1,1,"POPU","TRE","",83.5,0.909,"2016-AUG-23",6850000,390000
"39",1025421,0,1,2,"PINU","BAN","",16.5,0.091,"2016-AUG-23",6850000,390000
"40",1025501,0,0,1,"PICE","GLA","",95.6,0.938,"2003-AUG-19",6800000,390000
"41",1025501,0,0,2,"POPU","BAL","",4.4,0.063,"2003-AUG-19",6800000,390000
"42",1025501,0,1,1,"PICE","GLA","",94.8,0.944,"2009-JUL-23",6800000,390000
"43",1025501,0,1,2,"POPU","BAL","",5.2,0.056,"2009-JUL-23",6800000,390000
"44",1032241,0,0,1,"PICE","GLA","",97.7,0.978,"2004-JUL-14",6840000,470000
"45",1032241,0,0,2,"POPU","BAL","",2.3,0.022,"2004-JUL-14",6840000,470000
"46",1032241,0,1,1,"PICE","GLA","",96,0.964,"2018-AUG-18",6840000,470000
"47",1032241,0,1,2,"POPU","BAL","",4,0.036,"2018-AUG-18",6840000,470000
"48",1032286,0,0,1,"PICE","MAR","",100,1,"2003-AUG-28",6840000,650000
"49",1032316,0,0,1,"POPU","TRE","",98.7,0.988,"2004-JUL-17",6820000,450000
"50",1032316,0,0,2,"POPU","BAL","",1.3,0.013,"2004-JUL-17",6820000,450000
"51",1032316,0,1,1,"POPU","TRE","",100,1,"2015-AUG-23",6820000,450000
"52",1032381,0,0,1,"POPU","BAL","",100,1,"2003-AUG-19",6780000,380000
"53",1032381,0,1,1,"SALI","MAC","",50.8,0.75,"2015-AUG-17",6780000,380000
"54",1032381,0,1,2,"POPU","BAL","",49.2,0.25,"2015-AUG-17",6780000,380000
"55",1039171,0,0,1,"LARI","LAR","",100,1,"2003-AUG-30",6810000,350000
"56",1039171,0,1,1,"LARI","LAR","",100,1,"2009-JUL-28",6810000,350000
"57",1039181,0,0,1,"PICE","GLA","",92.3,0.923,"2003-AUG-25",6810000,390000
"58",1039181,0,0,3,"PICE","MAR","",2.3,0.026,"2003-AUG-25",6810000,390000
"59",1039211,0,0,1,"PICE","GLA","",85.2,0.722,"2003-AUG-26",6790000,510000
"60",1039211,0,0,2,"POPU","BAL","",10.3,0.222,"2003-AUG-26",6790000,510000
"61",1039211,0,0,3,"POPU","TRE","",4.5,0.056,"2003-AUG-26",6790000,510000
"62",1039211,0,1,1,"PICE","GLA","",85.2,0.722,"2009-JUL-26",6790000,510000
"63",1039211,0,1,2,"POPU","BAL","",10,0.222,"2009-JUL-26",6790000,510000
"64",1039211,0,1,3,"POPU","TRE","",4.8,0.056,"2009-JUL-26",6790000,510000
"65",1046031,0,0,1,"PICE","MAR","",100,1,"2004-JUL-13",6800000,590000
"66",1046031,0,1,1,"PICE","MAR","",100,1,"2017-AUG-15",6800000,590000
"67",1046046,0,0,1,"PICE","GLA","",77.8,0.654,"2004-JUL-15",6800000,650000
"68",1046046,0,0,2,"PICE","MAR","",20.3,0.308,"2004-JUL-15",6800000,650000
"69",1046046,0,0,3,"LARI","LAR","",1.9,0.038,"2004-JUL-15",6800000,650000
"70",1046046,0,1,1,"PICE","GLA","",67.9,0.591,"2009-JUL-28",6800000,650000
"71",1046046,0,1,2,"PICE","MAR","",22.8,0.364,"2009-JUL-28",6800000,650000
"72",1046046,0,1,3,"LARI","LAR","",9.3,0.045,"2009-JUL-28",6800000,650000
"73",1046086,0,0,1,"LARI","LAR","",58.8,0.462,"2003-AUG-16",6780000,480000
"74",1046086,0,0,2,"PICE","MAR","",19.7,0.231,"2003-AUG-16",6780000,480000
"75",1046086,0,0,3,"BETU","PAP","",11.6,0.154,"2003-AUG-16",6780000,480000
"76",1046086,0,0,4,"PICE","GLA","",9.9,0.154,"2003-AUG-16",6780000,480000
"77",1046086,0,1,1,"LARI","LAR","",52.7,0.421,"2015-AUG-22",6780000,480000
"78",1046086,0,1,2,"PICE","MAR","",30.7,0.368,"2015-AUG-22",6780000,480000
"79",1046086,0,1,3,"BETU","PAP","",8.8,0.105,"2015-AUG-22",6780000,480000
"80",1046086,0,1,4,"PICE","GLA","",7.8,0.105,"2015-AUG-22",6780000,480000
"81",1052881,0,0,1,"PICE","GLA","",73.1,0.4,"2004-JUL-12",6780000,470000
"82",1052881,0,0,4,"LARI","LAR","",2.2,0.04,"2004-JUL-12",6780000,470000
"83",1052881,0,1,1,"PICE","GLA","",75.1,0.417,"2017-AUG-14",6780000,470000
"84",1052881,0,1,2,"POPU","BAL","",11.5,0.375,"2017-AUG-14",6780000,470000
"85",1052881,0,1,3,"PICE","MAR","",11.4,0.167,"2017-AUG-14",6780000,470000
"86",1052881,0,1,4,"LARI","LAR","",2.1,0.042,"2017-AUG-14",6780000,470000
"87",1052971,0,0,1,"PINU","BAN","",83,0.852,"2004-JUL-22",6750000,500000
"88",1052971,0,0,2,"PICE","GLA","",11.4,0.111,"2004-JUL-22",6750000,500000
"89",1052971,0,0,3,"LARI","LAR","",5.6,0.037,"2004-JUL-22",6750000,500000
"90",1052971,0,1,1,"PINU","BAN","",83.3,0.85,"2015-AUG-15",6750000,500000
"91",1052971,0,1,2,"PICE","GLA","",11.5,0.125,"2015-AUG-15",6750000,500000
"92",1052971,0,1,3,"LARI","LAR","",5.2,0.025,"2015-AUG-15",6750000,500000
"93",1052991,0,0,1,"PICE","GLA","",64.2,0.568,"2003-AUG-20",6740000,580000
"94",1052991,0,0,2,"PICE","MAR","",31.1,0.405,"2003-AUG-20",6740000,580000
"95",1052991,0,0,3,"LARI","LAR","",4.7,0.027,"2003-AUG-20",6740000,580000
"96",1052991,0,1,1,"PICE","GLA","",59,0.5,"2009-JUL-26",6740000,580000
"97",1052991,0,1,2,"PICE","MAR","",36.4,0.472,"2009-JUL-26",6740000,580000
"98",1052991,0,1,3,"LARI","LAR","",4.6,0.028,"2009-JUL-26",6740000,580000
"99",1053006,0,0,1,"PICE","MAR","",100,1,"2003-AUG-16",6740000,640000
"100",1053006,0,1,1,"PICE","MAR","",100,1,"2015-AUG-18",6740000,640000
"101",1053031,0,0,1,"PICE","GLA","",96.5,0.961,"2003-AUG-22",6720000,410000
"102",1053031,0,1,1,"PICE","GLA","",96.5,0.964,"2009-JUL-24",6720000,410000
"103",1059821,0,0,1,"LARI","LAR","",87.3,0.833,"2003-AUG-17",6750000,380000
"104",1059821,0,0,2,"PICE","MAR","",12.7,0.167,"2003-AUG-17",6750000,380000
"105",1059821,0,1,1,"LARI","LAR","",88,0.833,"2015-AUG-23",6750000,380000
"106",1059821,0,1,2,"PICE","MAR","",12,0.167,"2015-AUG-23",6750000,380000
"107",1059831,0,0,1,"PICE","MAR","",67.8,0.762,"2003-AUG-17",6740000,420000
"108",1059831,0,1,1,"PICE","MAR","",67.9,0.773,"2015-AUG-22",6740000,420000
"109",1059831,0,1,2,"LARI","LAR","",15.5,0.136,"2015-AUG-22",6740000,420000
"110",1059831,0,1,3,"PINU","BAN","",8.7,0.045,"2015-AUG-22",6740000,420000
"111",1059831,0,1,4,"POPU","TRE","",7.9,0.045,"2015-AUG-22",6740000,420000
"112",1059906,0,0,3,"POPU","BAL","",26.8,0.205,"2003-AUG-22",6700000,390000
"113",1059906,0,1,1,"PICE","GLA","",47.6,0.564,"2015-AUG-17",6700000,390000
"114",1059906,0,1,2,"POPU","TRE","",29.2,0.273,"2015-AUG-17",6700000,390000
"115",1059906,0,1,3,"POPU","BAL","",23.3,0.164,"2015-AUG-17",6700000,390000
"116",1066646,0,0,1,"POPU","TRE","",86.4,0.786,"2004-JUL-08",6740000,490000
"117",1066646,0,0,2,"SALI","SCO","",6.2,0.143,"2004-JUL-08",6740000,490000
"118",1066646,0,0,5,"POPU","BAL","",0.7,0.024,"2004-JUL-08",6740000,490000
"119",1066646,0,1,1,"POPU","TRE","",96.9,0.952,"2017-AUG-09",6740000,490000
"120",1066646,0,1,2,"PICE","GLA","",3.1,0.048,"2017-AUG-09",6740000,490000
"121",1066676,0,0,1,"PICE","MAR","",100,1,"2004-JUL-21",6740000,610000
"122",1066676,0,1,1,"PICE","MAR","",100,1,"2017-AUG-16",6740000,610000
"123",1066691,0,0,1,"PICE","MAR","",75.7,0.773,"2004-JUL-20",6730000,340000
"124",1066691,0,0,2,"PINU","BAN","",24.3,0.227,"2004-JUL-20",6730000,340000
"125",1066691,0,1,1,"PICE","MAR","",76.4,0.786,"2017-AUG-16",6730000,340000
"126",1066691,0,1,2,"PINU","BAN","",23.6,0.214,"2017-AUG-16",6730000,340000
"127",1066766,0,0,1,"PINU","BAN","",97,0.941,"2003-AUG-21",6700000,630000
"128",1066766,0,0,2,"PICE","MAR","",3,0.059,"2003-AUG-21",6700000,630000
"129",1066766,0,1,1,"PINU","BAN","",100,1,"2015-AUG-18",6700000,630000
"130",1073521,0,0,1,"PICE","GLA","",55.7,0.429,"2004-JUL-12",6720000,470000
"131",1073521,0,0,2,"POPU","BAL","",22.8,0.321,"2004-JUL-12",6720000,470000
"132",1073521,0,0,3,"POPU","TRE","",17.1,0.143,"2004-JUL-12",6720000,470000
"133",1073521,0,0,4,"BETU","PAP","",4.5,0.107,"2004-JUL-12",6720000,470000
"134",1073521,0,1,1,"PICE","GLA","",67.6,0.65,"2017-AUG-13",6720000,470000
"135",1073521,0,1,4,"BETU","PAP","",3.6,0.05,"2017-AUG-13",6720000,470000
"136",1073561,0,0,1,"LARI","LAR","",62.3,0.667,"2003-SEP-01",6720000,620000
"137",1073561,0,0,2,"PICE","MAR","",37.7,0.333,"2003-SEP-01",6720000,620000
"138",1073566,0,0,1,"PICE","MAR","",67.3,0.7,"2004-JUL-20",6720000,640000
"139",1073566,0,0,2,"LARI","LAR","",32.7,0.3,"2004-JUL-20",6720000,640000
"140",1073566,0,1,1,"PICE","MAR","",64.5,0.636,"2009-JUL-29",6720000,640000
"141",1073566,0,1,2,"LARI","LAR","",35.5,0.364,"2009-JUL-29",6720000,640000
"142",1080421,0,0,1,"PICE","MAR","",67.9,0.714,"2004-JUL-09",6700000,540000
"143",1080421,0,0,2,"LARI","LAR","",32.1,0.286,"2004-JUL-09",6700000,540000
"144",1080421,0,1,1,"PICE","MAR","",56.6,0.625,"2017-AUG-11",6700000,540000
"145",1080421,0,1,2,"LARI","LAR","",43.4,0.375,"2017-AUG-11",6700000,540000
"146",1080431,0,0,1,"POPU","TRE","",40.9,0.394,"2004-JUL-21",6700000,580000
"147",1080431,0,0,4,"PICE","MAR","",10.6,0.127,"2004-JUL-21",6700000,580000
"148",1080431,0,1,1,"POPU","TRE","",51.1,0.5,"2017-AUG-11",6700000,580000
"149",1080431,0,1,2,"PINU","CON","",32.3,0.261,"2017-AUG-11",6700000,580000
"150",1080431,0,1,3,"PICE","MAR","",16.7,0.239,"2017-AUG-11",6700000,580000
"151",1080481,0,0,1,"PICE","MAR","",100,1,"2003-AUG-20",6680000,450000
"152",1080481,0,1,1,"PICE","MAR","",96.2,0.947,"2009-JUL-25",6680000,450000
"153",1080481,0,1,2,"LARI","LAR","",3.8,0.053,"2009-JUL-25",6680000,450000
"154",1087286,0,0,1,"PICE","GLA","",58.3,0.765,"2004-JUL-11",6680000,480000
"155",1087286,0,0,2,"POPU","TRE","",41.7,0.235,"2004-JUL-11",6680000,480000
"156",1087286,0,1,1,"PICE","GLA","",87,0.909,"2018-AUG-15",6680000,480000
"157",1087286,0,1,2,"POPU","TRE","",13,0.091,"2018-AUG-15",6680000,480000
"158",1087331,0,0,1,"PICE","MAR","",100,1,"2004-JUL-21",6680000,660000
"159",1087331,0,1,1,"PICE","MAR","",100,1,"2017-AUG-10",6680000,660000
"160",1087371,0,0,1,"POPU","BAL","",64,0.5,"2003-AUG-15",6660000,490000
"161",1087371,0,0,2,"PICE","GLA","",28.7,0.333,"2003-AUG-15",6660000,490000
"162",1087371,0,0,3,"POPU","TRE","",7.3,0.167,"2003-AUG-15",6660000,490000
"163",1087371,0,1,1,"POPU","BAL","",58,0.567,"2015-AUG-21",6660000,490000
"164",1087371,0,1,2,"PICE","GLA","",34.5,0.3,"2015-AUG-21",6660000,490000
"165",1087371,0,1,3,"POPU","TRE","",7.5,0.133,"2015-AUG-21",6660000,490000
"166",1087376,0,0,1,"PICE","GLA","",58.8,0.548,"2003-AUG-15",6650000,510000
"167",1087376,0,0,2,"POPU","TRE","",41.2,0.452,"2003-AUG-15",6650000,510000
"168",1087376,0,1,1,"PICE","GLA","",56.5,0.549,"2015-AUG-19",6650000,510000
"169",1087376,0,1,2,"POPU","TRE","",43.5,0.451,"2015-AUG-19",6650000,510000
"170",1094196,0,0,1,"PICE","MAR","",100,1,"2009-JUL-29",6660000,600000
"171",1094196,0,1,1,"PICE","MAR","",100,1,"2021-JUL-24",6660000,600000
"172",777571,0,0,1,"PICE","MAR","",100,1,"2006-JUL-18",7560000,570000
"173",784461,0,0,1,"PICE","GLA","",100,1,"2006-JUL-19",7540000,610000
"174",791331,0,0,1,"PICE","MAR","",100,1,"2006-JUL-21",7520000,580000
"175",798221,0,0,1,"PICE","GLA","",100,1,"2006-JUL-28",7500000,620000
"176",805121,0,0,1,"PICE","GLA","",100,1,"2006-JUL-22",7490000,440000
"177",805126,0,0,1,"PICE","MAR","",62.4,0.667,"2006-JUL-22",7490000,460000
"178",805126,0,0,2,"PICE","GLA","",37.6,0.333,"2006-JUL-22",7490000,460000
"179",805141,0,0,1,"PICE","GLA","",68.8,0.667,"2005-AUG-10",7490000,520000
"180",805141,0,0,2,"PICE","MAR","",31.2,0.333,"2005-AUG-10",7490000,520000
"181",812001,0,0,1,"PICE","GLA","",100,1,"2006-JUL-22",7470000,440000
"182",812016,0,0,1,"PICE","GLA","",100,1,"2006-JUL-27",7470000,500000
"183",812056,0,0,1,"PICE","GLA","",92,0.889,"2005-AUG-08",7480000,400000
"184",812056,0,0,2,"PICE","MAR","",8,0.111,"2005-AUG-08",7480000,400000
"185",812056,0,1,1,"PICE","GLA","",92.5,0.913,"2021-JUL-17",7480000,400000
"186",812056,0,1,2,"PICE","MAR","",7.5,0.087,"2021-JUL-17",7480000,400000
"187",832646,0,0,1,"PICE","GLA","",57.7,0.5,"2006-JUL-23",7410000,470000
"188",832646,0,0,2,"PICE","MAR","",42.3,0.5,"2006-JUL-23",7410000,470000
"189",832656,0,0,1,"PICE","GLA","",74.9,0.7,"2006-JUL-23",7410000,500000
"190",832656,0,0,2,"PICE","MAR","",17.2,0.2,"2006-JUL-23",7410000,500000
"191",832656,0,0,3,"LARI","LAR","",7.9,0.1,"2006-JUL-23",7410000,500000
"192",839536,0,0,1,"PICE","GLA","",100,1,"2006-JUL-25",7390000,510000
"193",839566,0,0,1,"PICE","GLA","",100,1,"2005-AUG-08",7400000,620000
"194",839566,0,1,1,"PICE","GLA","",100,1,"2021-JUL-19",7400000,620000
"195",846411,0,0,1,"PICE","MAR","",100,1,"2006-JUL-27",7370000,490000
"196",846436,0,0,1,"PICE","MAR","",100,1,"2005-AUG-12",7380000,580000
"197",846436,0,1,1,"PICE","MAR","",100,1,"2021-JUL-19",7380000,580000
"198",846466,0,0,1,"PICE","GLA","",86.2,0.8,"2005-AUG-10",7380000,430000
"199",846466,0,0,2,"LARI","LAR","",13.8,0.2,"2005-AUG-10",7380000,430000
"200",846466,0,1,1,"PICE","GLA","",72.6,0.7,"2021-JUL-20",7380000,430000
"201",846466,0,1,2,"LARI","LAR","",27.4,0.3,"2021-JUL-20",7380000,430000
"202",853296,0,0,1,"PICE","GLA","",100,1,"2005-AUG-13",7360000,510000
"203",853296,0,1,1,"PICE","GLA","",66.7,0.684,"2021-JUL-21",7360000,510000
"204",853296,0,1,2,"LARI","LAR","",33.3,0.316,"2021-JUL-21",7360000,510000
"205",853326,0,0,1,"PICE","GLA","",100,1,"2005-AUG-12",7360000,620000
"206",853326,0,1,1,"PICE","GLA","",94,0.9,"2021-JUL-18",7360000,620000
"207",853326,0,1,2,"LARI","LAR","",6,0.1,"2021-JUL-18",7360000,620000
"208",853346,0,0,1,"PICE","GLA","",96.7,0.9,"2005-AUG-09",7360000,430000
"209",853346,0,0,2,"LARI","LAR","",3.3,0.1,"2005-AUG-09",7360000,430000
"210",853346,0,1,1,"PICE","GLA","",100,1,"2021-JUL-20",7360000,430000
"211",860171,0,1,1,"PICE","MAR","",100,1,"2021-JUL-21",7330000,490000
"212",867091,0,0,1,"PICE","GLA","",100,1,"2005-AUG-07",7320000,370000
"213",867091,0,1,1,"PICE","GLA","",100,1,"2021-JUL-17",7320000,370000
"214",873921,0,0,1,"PICE","MAR","",100,1,"2006-JUL-24",7290000,450000
"215",873921,0,1,1,"PICE","MAR","",100,1,"2021-JUL-16",7290000,450000
"216",873961,0,0,1,"PICE","GLA","",67.6,0.643,"2005-AUG-01",7300000,610000
"217",873961,0,0,2,"PICE","MAR","",32.4,0.357,"2005-AUG-01",7300000,610000
"218",873961,0,1,1,"PICE","GLA","",77.4,0.688,"2019-AUG-03",7300000,610000
"219",873961,0,1,2,"PICE","MAR","",22.6,0.313,"2019-AUG-03",7300000,610000
"220",874051,0,0,1,"PICE","GLA","",93.8,0.8,"2006-JUL-30",7280000,410000
"221",874051,0,0,2,"PICE","MAR","",6.2,0.2,"2006-JUL-30",7280000,410000
"222",874051,0,1,1,"PICE","GLA","",93.6,0.909,"2019-AUG-08",7280000,410000
"223",874051,0,1,2,"PICE","MAR","",6.4,0.091,"2019-AUG-08",7280000,410000
"224",880786,0,1,1,"PICE","MAR","",100,1,"2021-JUL-16",7270000,390000
"225",880806,0,0,1,"LARI","LAR","",54.2,0.5,"2002-AUG-12",7280000,470000
"226",880806,0,0,2,"PICE","MAR","",45.8,0.5,"2002-AUG-12",7280000,470000
"227",880806,0,1,1,"PICE","MAR","",65.2,0.667,"2021-JUL-15",7280000,470000
"228",880806,0,1,2,"LARI","LAR","",34.8,0.333,"2021-JUL-15",7280000,470000
"229",880821,0,0,1,"PICE","MAR","",82.5,0.833,"2005-AUG-01",7280000,530000
"230",880821,0,0,2,"LARI","LAR","",17.5,0.167,"2005-AUG-01",7280000,530000
"231",880821,0,1,1,"PICE","MAR","",100,1,"2021-JUL-14",7280000,530000
"232",880841,0,0,1,"PICE","MAR","",100,1,"2002-AUG-07",7280000,610000
"233",880841,0,1,1,"PICE","MAR","",100,1,"2019-AUG-03",7280000,610000
"234",880846,0,0,1,"PICE","MAR","",100,1,"2002-AUG-09",7280000,630000
"235",880846,0,1,1,"PICE","MAR","",66.1,0.667,"2019-AUG-04",7280000,630000
"236",880846,0,1,2,"LARI","LAR","",33.9,0.333,"2019-AUG-04",7280000,630000
"237",880886,0,0,1,"PICE","MAR","",60.7,0.571,"2005-AUG-03",7280000,510000
"238",880886,0,0,2,"PICE","GLA","",39.3,0.429,"2005-AUG-03",7280000,510000
"239",880886,0,1,1,"PICE","MAR","",54.8,0.5,"2019-AUG-07",7280000,510000
"240",880886,0,1,2,"PICE","GLA","",27.7,0.3,"2019-AUG-07",7280000,510000
"241",880886,0,1,3,"LARI","LAR","",17.5,0.2,"2019-AUG-07",7280000,510000
"242",887701,0,0,1,"PICE","MAR","",100,1,"2005-AUG-02",7260000,530000
"243",887711,0,0,1,"PICE","MAR","",92.1,0.953,"2002-AUG-09",7260000,570000
"244",887711,0,0,2,"PICE","GLA","",7.9,0.047,"2002-AUG-09",7260000,570000
"245",887711,0,1,1,"PICE","MAR","",61.8,0.786,"2019-AUG-01",7260000,570000
"246",887711,0,1,2,"PICE","GLA","",38.2,0.214,"2019-AUG-01",7260000,570000
"247",887751,0,0,1,"PICE","MAR","",73.4,0.737,"2005-AUG-03",7260000,450000
"248",887751,0,0,2,"PICE","GLA","",21.3,0.211,"2005-AUG-03",7260000,450000
"249",887751,0,0,3,"LARI","LAR","",5.2,0.053,"2005-AUG-03",7260000,450000
"250",887751,0,1,1,"PICE","MAR","",71.3,0.727,"2019-AUG-05",7260000,450000
"251",887751,0,1,2,"PICE","GLA","",24.2,0.227,"2019-AUG-05",7260000,450000
"252",887751,0,1,3,"LARI","LAR","",4.5,0.045,"2019-AUG-05",7260000,450000
"253",887761,0,0,1,"PICE","GLA","",80.9,0.833,"2005-AUG-04",7260000,490000
"254",887761,0,0,2,"PICE","MAR","",19.1,0.167,"2005-AUG-04",7260000,490000
"255",887761,0,1,1,"PICE","GLA","",77.6,0.74,"2019-AUG-08",7260000,490000
"256",887761,0,1,2,"PICE","MAR","",22.4,0.26,"2019-AUG-08",7260000,490000
"257",894591,0,0,3,"POPU","TRE","",12.7,0.143,"2005-JUL-30",7240000,570000
"258",894591,0,1,1,"PICE","MAR","",78.4,0.778,"2019-JUL-31",7240000,570000
"259",894591,0,1,2,"BETU","PAP","NEO",17.6,0.194,"2019-JUL-31",7240000,570000
"260",894591,0,1,3,"POPU","TRE","",4,0.028,"2019-JUL-31",7240000,570000
"261",901506,0,0,1,"LARI","LAR","",74.2,0.667,"2006-JUL-29",7220000,430000
"262",901506,0,0,2,"PICE","MAR","",25.8,0.333,"2006-JUL-29",7220000,430000
"263",901506,0,1,1,"LARI","LAR","",77.9,0.75,"2019-AUG-05",7220000,430000
"264",901506,0,1,2,"PICE","MAR","",22.1,0.25,"2019-AUG-05",7220000,430000
"265",901546,0,0,1,"PICE","GLA","",77.8,0.556,"2006-JUL-30",7210000,580000
"266",901546,0,0,2,"PICE","MAR","",22.2,0.444,"2006-JUL-30",7210000,580000
"267",901546,0,1,1,"PICE","GLA","",70.8,0.455,"2019-AUG-06",7210000,580000
"268",901566,0,0,1,"PICE","MAR","",100,1,"2005-AUG-05",7210000,380000
"269",901566,0,1,1,"PICE","MAR","",95.3,0.933,"2019-AUG-06",7210000,380000
"270",901566,0,1,2,"PICE","GLA","",4.7,0.067,"2019-AUG-06",7210000,380000
"271",908331,0,0,1,"PICE","GLA","",90.6,0.941,"2002-AUG-19",7200000,490000
"272",908331,0,0,2,"PICE","MAR","",9.4,0.059,"2002-AUG-19",7200000,490000
"273",908331,0,1,1,"PICE","GLA","",100,1,"2021-JUL-14",7200000,490000
"274",915266,0,0,1,"BETU","NEO","",100,1,"2005-AUG-29",7180000,430000
"275",915266,0,1,1,"BETU","PAP","NEO",52.3,0.5,"2019-AUG-01",7180000,430000
"276",915266,0,1,2,"LARI","LAR","",28.1,0.25,"2019-AUG-01",7180000,430000
"277",915266,0,1,3,"PICE","MAR","",19.7,0.25,"2019-AUG-01",7180000,430000
"278",922181,0,0,1,"PICE","GLA","",68.3,0.6,"2005-AUG-06",7160000,560000
"279",922181,0,0,2,"PICE","MAR","",31.7,0.4,"2005-AUG-06",7160000,560000
"280",922181,0,1,1,"PICE","GLA","",66.5,0.588,"2019-AUG-07",7160000,560000
"281",922181,0,1,2,"PICE","MAR","",19.8,0.235,"2019-AUG-07",7160000,560000
"282",922181,0,1,3,"LARI","LAR","",13.8,0.176,"2019-AUG-07",7160000,560000
"283",929016,0,0,1,"PICE","MAR","",100,1,"2004-AUG-28",7140000,380000
"284",929016,0,1,1,"PICE","MAR","",100,1,"2018-AUG-23",7140000,380000
"285",929021,0,1,1,"PICE","MAR","",100,1,"2018-AUG-24",7140000,400000
"286",929061,0,0,1,"PICE","GLA","",79.3,0.5,"2005-AUG-05",7140000,560000
"287",929061,0,0,2,"PICE","MAR","",20.7,0.5,"2005-AUG-05",7140000,560000
"288",929061,0,1,1,"PICE","GLA","",80,0.5,"2018-AUG-29",7140000,560000
"289",929061,0,1,2,"PICE","MAR","",20,0.5,"2018-AUG-29",7140000,560000
"290",929066,0,0,1,"PICE","MAR","",88.3,0.889,"2005-AUG-06",7140000,580000
"291",929066,0,0,2,"PICE","GLA","",11.7,0.111,"2005-AUG-06",7140000,580000
"292",929066,0,1,1,"PICE","MAR","",75.4,0.75,"2019-AUG-09",7140000,580000
"293",929066,0,1,2,"PICE","GLA","",24.6,0.25,"2019-AUG-09",7140000,580000
"294",935891,0,0,1,"PICE","MAR","",100,1,"2004-AUG-30",7120000,360000
"295",935891,0,1,1,"PICE","MAR","",100,1,"2019-JUL-30",7120000,360000
"296",949656,0,0,1,"PICE","MAR","",94.1,0.952,"2004-SEP-02",7080000,380000
"297",949656,0,0,2,"PICE","GLA","",5.9,0.048,"2004-SEP-02",7080000,380000
