"","nfi_plot","loc_id","meas_num","species_num","genus","species","variety","smtree_percent","species_strel","meas_date","utm_n","utm_e"
"30",1025376,0,1,1,"PICE","MAR","",100,1,"2016-AUG-19",6860000,530000
"31",1025421,0,0,1,"POPU","TRE","",89,0.887,"2003-AUG-25",6850000,390000
"32",1025421,0,1,1,"POPU","TRE","",99,0.967,"2016-AUG-23",6850000,390000
"33",1025421,0,1,2,"PICE","GLA","",1,0.016,"2016-AUG-23",6850000,390000
"34",1025421,0,1,3,"SALI","SPP","",1,0.016,"2016-AUG-23",6850000,390000
"35",1025501,0,0,1,"PICE","GLA","",100,0.978,"2003-AUG-19",6800000,390000
"36",1025501,0,0,2,"POPU","BAL","",0,0.022,"2003-AUG-19",6800000,390000
"37",1025501,0,1,1,"PICE","GLA","",100,1,"2009-JUL-23",6800000,390000
"38",1032241,0,0,1,"PICE","GLA","",100,1,"2004-JUL-14",6840000,470000
"39",1032241,0,1,1,"PICE","GLA","",100,1,"2018-AUG-18",6840000,470000
"40",1032316,0,1,1,"POPU","TRE","",100,1,"2015-AUG-23",6820000,450000
"41",1039166,0,0,5,"BETU","GLA","",1,0.026,"2004-JUL-15",6820000,650000
"42",1039166,0,1,1,"POPU","TRE","",100,1,"2016-AUG-21",6820000,650000
"43",1039181,0,0,1,"PICE","GLA","",58,0.786,"2003-AUG-25",6810000,390000
"44",1039211,0,0,1,"POPU","BAL","",75,0.75,"2003-AUG-26",6790000,510000
"45",1039211,0,0,2,"POPU","TRE","",25,0.25,"2003-AUG-26",6790000,510000
"46",1039211,0,1,1,"POPU","TRE","",100,1,"2009-JUL-26",6790000,510000
"47",1046006,0,0,1,"PINU","BAN","",96,0.962,"2004-JUL-10",6800000,490000
"48",1046006,0,0,2,"SALI","SCO","",3,0.032,"2004-JUL-10",6800000,490000
"49",1046006,0,0,3,"POPU","TRE","",1,0.006,"2004-JUL-10",6800000,490000
"50",1046006,0,1,1,"PINU","BAN","",100,1,"2017-AUG-13",6800000,490000
"51",1046031,0,0,1,"PICE","MAR","",100,1,"2004-JUL-13",6800000,590000
"52",1046031,0,1,1,"PICE","MAR","",100,1,"2017-AUG-15",6800000,590000
"53",1046046,0,0,1,"PICE","MAR","",94,0.915,"2004-JUL-15",6800000,650000
"54",1046046,0,0,2,"PICE","GLA","",4,0.064,"2004-JUL-15",6800000,650000
"55",1046046,0,0,3,"LARI","LAR","",2,0.021,"2004-JUL-15",6800000,650000
"56",1046046,0,1,1,"PICE","MAR","",86,0.929,"2009-JUL-28",6800000,650000
"57",1046051,0,0,1,"PICE","MAR","",87,0.974,"2003-AUG-31",6790000,350000
"58",1046051,0,0,2,"LARI","LAR","",14,0.026,"2003-AUG-31",6790000,350000
"59",1046086,0,0,1,"PICE","MAR","",77,0.762,"2003-AUG-16",6780000,480000
"60",1046086,0,0,2,"PICE","GLA","",23,0.238,"2003-AUG-16",6780000,480000
"61",1046086,0,1,1,"PICE","MAR","",85,0.836,"2015-AUG-22",6780000,480000
"62",1046086,0,1,2,"PICE","GLA","",15,0.164,"2015-AUG-22",6780000,480000
"63",1052881,0,0,1,"SALI","SCO","",100,1,"2004-JUL-12",6780000,470000
"64",1052886,0,0,1,"PICE","MAR","",100,1,"2004-JUL-11",6780000,490000
"65",1052886,0,1,1,"PICE","MAR","",100,1,"2017-AUG-14",6780000,490000
"66",1052971,0,0,3,"PICE","GLA","",4,0.054,"2004-JUL-22",6750000,500000
"67",1052971,0,1,3,"PICE","GLA","",8,0.119,"2015-AUG-15",6750000,500000
"68",1053006,0,0,1,"PICE","MAR","",100,1,"2003-AUG-16",6740000,640000
"69",1053031,0,1,1,"PICE","GLA","",100,1,"2009-JUL-24",6720000,410000
"70",1059821,0,0,1,"LARI","LAR","",100,1,"2003-AUG-17",6750000,380000
"71",1059821,0,1,1,"LARI","LAR","",100,1,"2015-AUG-23",6750000,380000
"72",1059831,0,0,1,"PICE","MAR","",99,0.909,"2003-AUG-17",6740000,420000
"73",1059831,0,0,2,"LARI","LAR","",2,0.091,"2003-AUG-17",6740000,420000
"74",1059831,0,1,1,"PICE","MAR","",96,0.923,"2015-AUG-22",6740000,420000
"75",1059831,0,1,2,"LARI","LAR","",4,0.077,"2015-AUG-22",6740000,420000
"76",1059836,0,0,1,"PICE","MAR","",100,1,"2004-JUL-17",6740000,440000
"77",1059836,0,1,1,"PICE","MAR","",100,1,"2015-AUG-21",6740000,440000
"78",1059906,0,0,1,"PICE","GLA","",64,0.75,"2003-AUG-22",6700000,390000
"79",1059906,0,1,1,"PICE","GLA","",63,0.8,"2015-AUG-17",6700000,390000
"80",1059906,0,1,2,"POPU","TRE","",37,0.2,"2015-AUG-17",6700000,390000
"81",1066646,0,0,1,"SALI","SCO","",86,0.824,"2004-JUL-08",6740000,490000
"82",1066646,0,0,2,"PICE","GLA","",8,0.118,"2004-JUL-08",6740000,490000
"83",1066646,0,0,3,"POPU","TRE","",7,0.059,"2004-JUL-08",6740000,490000
"84",1066646,0,1,1,"PICE","GLA","",100,1,"2017-AUG-09",6740000,490000
"85",1066676,0,0,1,"PICE","MAR","",100,1,"2004-JUL-21",6740000,610000
"86",1066676,0,1,1,"PICE","MAR","",100,1,"2017-AUG-16",6740000,610000
"87",1066691,0,0,1,"PICE","MAR","",100,1,"2004-JUL-20",6730000,340000
"88",1066691,0,1,1,"PICE","MAR","",100,1,"2017-AUG-16",6730000,340000
"89",1066766,0,0,1,"PICE","MAR","",100,1,"2003-AUG-21",6700000,630000
"90",1066766,0,1,1,"PICE","MAR","",100,1,"2015-AUG-18",6700000,630000
"91",1066771,0,0,1,"PINU","BAN","",96,0.954,"2003-AUG-21",6690000,650000
"92",1066771,0,0,2,"POPU","TRE","",4,0.046,"2003-AUG-21",6690000,650000
"93",1073521,0,0,1,"BETU","PAP","",94,0.75,"2004-JUL-12",6720000,470000
"94",1073521,0,0,2,"PICE","GLA","",6,0.25,"2004-JUL-12",6720000,470000
"95",1073521,0,1,3,"PICE","MAR","",8,0.167,"2017-AUG-13",6720000,470000
"96",1073561,0,0,1,"PICE","MAR","",97,0.667,"2003-SEP-01",6720000,620000
"97",1073561,0,0,2,"LARI","LAR","",3,0.333,"2003-SEP-01",6720000,620000
"98",1073566,0,0,1,"PICE","MAR","",57,0.7,"2004-JUL-20",6720000,640000
"99",1073566,0,0,2,"LARI","LAR","",43,0.3,"2004-JUL-20",6720000,640000
"100",1073566,0,1,1,"PICE","MAR","",64,0.727,"2009-JUL-29",6720000,640000
"101",1073566,0,1,2,"LARI","LAR","",36,0.273,"2009-JUL-29",6720000,640000
"102",1080421,0,0,1,"PICE","MAR","",80,0.714,"2004-JUL-09",6700000,540000
"103",1080421,0,0,2,"LARI","LAR","",20,0.286,"2004-JUL-09",6700000,540000
"104",1080421,0,1,1,"PICE","MAR","",77,0.786,"2017-AUG-11",6700000,540000
"105",1080421,0,1,2,"LARI","LAR","",23,0.214,"2017-AUG-11",6700000,540000
"106",1080431,0,0,1,"SALI","SCO","",63,0.571,"2004-JUL-21",6700000,580000
"107",1080431,0,1,1,"PICE","MAR","",100,1,"2017-AUG-11",6700000,580000
"108",1080471,0,0,1,"PICE","MAR","",100,1,"2003-AUG-18",6690000,410000
"109",1080471,0,1,1,"PICE","MAR","",100,1,"2009-JUL-25",6690000,410000
"110",1080481,0,0,1,"PICE","MAR","",100,1,"2003-AUG-20",6680000,450000
"111",1080481,0,1,1,"PICE","MAR","",100,1,"2009-JUL-25",6680000,450000
"112",1087286,0,1,1,"POPU","TRE","",100,1,"2018-AUG-15",6680000,480000
"113",1087331,0,0,1,"PICE","MAR","",100,1,"2004-JUL-21",6680000,660000
"114",1087331,0,1,1,"PICE","MAR","",100,1,"2017-AUG-10",6680000,660000
"115",1087351,0,0,1,"PICE","MAR","",99,0.969,"2003-AUG-18",6670000,410000
"116",1087351,0,0,2,"PINU","BAN","",1,0.031,"2003-AUG-18",6670000,410000
"117",1087351,0,1,1,"PICE","MAR","",97,0.976,"2015-AUG-19",6670000,410000
"118",1087351,0,1,2,"PINU","BAN","",4,0.024,"2015-AUG-19",6670000,410000
"119",1087376,0,0,1,"PICE","GLA","",100,1,"2003-AUG-15",6650000,510000
"120",1087376,0,1,1,"PICE","GLA","",100,1,"2015-AUG-19",6650000,510000
"121",1094196,0,0,1,"PICE","MAR","",100,1,"2009-JUL-29",6660000,600000
"122",1094196,0,1,1,"PICE","MAR","",100,1,"2021-JUL-24",6660000,600000
"123",777571,0,0,1,"PICE","MAR","",100,1,"2006-JUL-18",7560000,570000
"124",777611,0,0,1,"PICE","GLA","",100,1,"2006-JUL-19",7570000,480000
"125",784461,0,0,1,"PICE","GLA","",100,1,"2006-JUL-19",7540000,610000
"126",791331,0,0,1,"PICE","MAR","",100,1,"2006-JUL-21",7520000,580000
"127",798196,0,0,1,"PICE","MAR","",67,0.727,"2006-JUL-21",7490000,520000
"128",798196,0,0,2,"LARI","LAR","",33,0.273,"2006-JUL-21",7490000,520000
"129",798221,0,0,1,"PICE","GLA","",100,1,"2006-JUL-28",7500000,620000
"130",805121,0,0,1,"PICE","GLA","",100,1,"2006-JUL-22",7490000,440000
"131",805126,0,0,1,"PICE","GLA","",93,0.667,"2006-JUL-22",7490000,460000
"132",805126,0,0,2,"PICE","MAR","",7,0.333,"2006-JUL-22",7490000,460000
"133",805141,0,0,1,"PICE","MAR","",66,0.75,"2005-AUG-10",7490000,520000
"134",805141,0,0,2,"PICE","GLA","",34,0.25,"2005-AUG-10",7490000,520000
"135",811951,0,0,1,"PICE","MAR","",95,0.818,"2006-JUL-20",7450000,510000
"136",811951,0,0,2,"LARI","LAR","",5,0.182,"2006-JUL-20",7450000,510000
"137",812001,0,0,1,"BETU","NEO","",100,1,"2006-JUL-22",7470000,440000
"138",812016,0,0,3,"PICE","GLA","",3,0.071,"2006-JUL-27",7470000,500000
"139",812056,0,0,4,"SALI","PLA","",5,0.174,"2005-AUG-08",7480000,400000
"140",812056,0,0,5,"SALI","SPP","",4,0.13,"2005-AUG-08",7480000,400000
"141",812056,0,1,1,"PICE","GLA","",100,1,"2021-JUL-17",7480000,400000
"142",818836,0,0,1,"PICE","MAR","",100,1,"2006-JUL-20",7430000,530000
"143",818856,0,0,1,"PICE","MAR","",100,1,"2006-JUL-21",7440000,610000
"144",825796,0,0,2,"PICE","GLA","",36,0.294,"2005-AUG-09",7440000,580000
"145",832646,0,0,1,"PICE","MAR","",100,1,"2006-JUL-23",7410000,470000
"146",839536,0,0,1,"PICE","MAR","",83,0.842,"2006-JUL-25",7390000,510000
"147",839536,0,0,2,"LARI","LAR","",17,0.158,"2006-JUL-25",7390000,510000
"148",839551,0,0,3,"LARI","LAR","",8,0.143,"2005-AUG-11",7400000,560000
"149",839551,0,0,4,"SALI","SPP","",8,0.143,"2005-AUG-11",7400000,560000
"150",839566,0,1,1,"PICE","GLA","",100,0.6,"2021-JUL-19",7400000,620000
"151",839566,0,1,2,"LARI","LAR","",0,0.4,"2021-JUL-19",7400000,620000
"152",846436,0,0,1,"PICE","MAR","",99,0.933,"2005-AUG-12",7380000,580000
"153",846436,0,0,2,"BETU","GLA","",1,0.067,"2005-AUG-12",7380000,580000
"154",846436,0,1,1,"PICE","MAR","",100,1,"2021-JUL-19",7380000,580000
"155",846466,0,0,1,"LARI","LAR","",61,0.7,"2005-AUG-10",7380000,430000
"156",846466,0,0,2,"PICE","GLA","",39,0.3,"2005-AUG-10",7380000,430000
"157",853296,0,0,1,"PICE","GLA","",74,0.375,"2005-AUG-13",7360000,510000
"158",853296,0,0,7,"PICE","MAR","",1,0.021,"2005-AUG-13",7360000,510000
"159",853296,0,1,1,"PICE","GLA","",40,0.52,"2021-JUL-21",7360000,510000
"160",853296,0,1,2,"PICE","MAR","",36,0.24,"2021-JUL-21",7360000,510000
"161",853296,0,1,3,"LARI","LAR","",23,0.2,"2021-JUL-21",7360000,510000
"162",853296,0,1,4,"POPU","TRE","",1,0.04,"2021-JUL-21",7360000,510000
"163",853326,0,0,1,"PICE","MAR","",46,0.429,"2005-AUG-12",7360000,620000
"164",853326,0,0,2,"LARI","LAR","",45,0.286,"2005-AUG-12",7360000,620000
"165",853326,0,1,3,"PICE","GLA","",10,0.182,"2021-JUL-18",7360000,620000
"166",853346,0,0,1,"PICE","GLA","",95,0.583,"2005-AUG-09",7360000,430000
"167",853346,0,0,2,"SALI","SPP","",3,0.25,"2005-AUG-09",7360000,430000
"168",853346,0,0,3,"ALNU","CRI","",1,0.083,"2005-AUG-09",7360000,430000
"169",853346,0,0,4,"PICE","MAR","",1,0.083,"2005-AUG-09",7360000,430000
"170",853346,0,1,1,"PICE","GLA","",100,1,"2021-JUL-20",7360000,430000
"171",860171,0,0,1,"PICE","MAR","",97,0.909,"2006-JUL-26",7330000,490000
"172",860171,0,0,2,"PICE","GLA","",3,0.091,"2006-JUL-26",7330000,490000
"173",860171,0,1,1,"PICE","MAR","",100,1,"2021-JUL-21",7330000,490000
"174",860211,0,1,1,"PICE","MAR","",100,1,"2021-JUL-18",7340000,370000
"175",867091,0,0,3,"BETU","GLA","",6,0.195,"2005-AUG-07",7320000,370000
"176",867091,0,0,4,"SALI","SPP","",3,0.098,"2005-AUG-07",7320000,370000
"177",867091,0,0,5,"SALI","PLA","",2,0.049,"2005-AUG-07",7320000,370000
"178",867091,0,0,6,"LARI","LAR","",1,0.024,"2005-AUG-07",7320000,370000
"179",867091,0,1,1,"PICE","MAR","",66,0.575,"2021-JUL-17",7320000,370000
"180",867091,0,1,2,"PICE","GLA","",20,0.275,"2021-JUL-17",7320000,370000
"181",867091,0,1,3,"LARI","LAR","",15,0.15,"2021-JUL-17",7320000,370000
"182",873921,0,0,1,"PICE","MAR","",82,0.702,"2006-JUL-24",7290000,450000
"183",873921,0,0,2,"LARI","LAR","",18,0.298,"2006-JUL-24",7290000,450000
"184",873921,0,1,1,"PICE","MAR","",79,0.633,"2021-JUL-16",7290000,450000
"185",873921,0,1,2,"LARI","LAR","",21,0.367,"2021-JUL-16",7290000,450000
"186",873961,0,0,1,"PICE","MAR","",84,0.429,"2005-AUG-01",7300000,610000
"187",873961,0,0,4,"PICE","SPP","",2,0.143,"2005-AUG-01",7300000,610000
"188",873961,0,1,1,"PICE","MAR","",78,0.667,"2019-AUG-03",7300000,610000
"189",873961,0,1,2,"LARI","LAR","",19,0.278,"2019-AUG-03",7300000,610000
"190",873961,0,1,3,"PICE","GLA","",3,0.056,"2019-AUG-03",7300000,610000
"191",874051,0,1,1,"PICE","GLA","",62,0.778,"2019-AUG-08",7280000,410000
"192",874051,0,1,2,"POPU","TRE","",38,0.222,"2019-AUG-08",7280000,410000
"193",880786,0,0,1,"PICE","MAR","",100,1,"2006-JUL-26",7270000,390000
"194",880786,0,1,1,"PICE","MAR","",100,1,"2021-JUL-16",7270000,390000
"195",880796,0,0,1,"PICE","MAR","",85,0.565,"2006-JUL-25",7270000,430000
"196",880796,0,0,2,"LARI","LAR","",15,0.435,"2006-JUL-25",7270000,430000
"197",880796,0,1,1,"PICE","MAR","",84,0.692,"2021-JUL-13",7270000,430000
"198",880796,0,1,2,"LARI","LAR","",16,0.308,"2021-JUL-13",7270000,430000
"199",880806,0,0,1,"PICE","MAR","",98,0.875,"2002-AUG-12",7280000,470000
"200",880806,0,0,2,"LARI","LAR","",2,0.125,"2002-AUG-12",7280000,470000
"201",880806,0,1,1,"PICE","MAR","",83,0.875,"2021-JUL-15",7280000,470000
"202",880806,0,1,2,"LARI","LAR","",17,0.125,"2021-JUL-15",7280000,470000
"203",880821,0,0,5,"PICE","GLA","",2,0.03,"2005-AUG-01",7280000,530000
"204",880821,0,1,1,"PICE","MAR","",37,0.789,"2021-JUL-14",7280000,530000
"205",880841,0,1,1,"PICE","MAR","",100,1,"2019-AUG-03",7280000,610000
"206",880846,0,0,1,"LARI","LAR","",67,0.667,"2002-AUG-09",7280000,630000
"207",880846,0,0,2,"PICE","MAR","",33,0.333,"2002-AUG-09",7280000,630000
"208",880846,0,1,1,"LARI","LAR","",63,0.571,"2019-AUG-04",7280000,630000
"209",880846,0,1,2,"PICE","MAR","",37,0.429,"2019-AUG-04",7280000,630000
"210",880886,0,0,1,"PICE","GLA","",93,0.655,"2005-AUG-03",7280000,510000
"211",880886,0,1,1,"PICE","GLA","",100,1,"2019-AUG-07",7280000,510000
"212",887701,0,0,1,"PICE","MAR","",94,0.714,"2005-AUG-02",7260000,530000
"213",887701,0,0,2,"ALNU","CRI","",2,0.095,"2005-AUG-02",7260000,530000
"214",887701,0,0,3,"BETU","GLA","",2,0.095,"2005-AUG-02",7260000,530000
"215",887701,0,0,4,"LARI","LAR","",2,0.095,"2005-AUG-02",7260000,530000
"216",887701,0,1,1,"PICE","MAR","",100,1,"2021-JUL-13",7260000,530000
"217",887706,0,0,1,"BETU","GLA","",60,0.6,"2005-JUL-31",7260000,550000
"218",887706,0,0,2,"ALNU","CRI","",20,0.2,"2005-JUL-31",7260000,550000
"219",887706,0,0,3,"SALI","SPP","",20,0.2,"2005-JUL-31",7260000,550000
"220",887706,0,1,1,"PICE","MAR","",72,0.938,"2019-AUG-02",7260000,550000
"221",887706,0,1,2,"LARI","LAR","",28,0.063,"2019-AUG-02",7260000,550000
"222",887711,0,0,1,"PICE","MAR","",100,1,"2002-AUG-09",7260000,570000
"223",887711,0,1,1,"POPU","TRE","",100,1,"2019-AUG-01",7260000,570000
"224",887751,0,0,1,"PICE","MAR","",87,0.769,"2005-AUG-03",7260000,450000
"225",887751,0,0,2,"LARI","LAR","",12,0.077,"2005-AUG-03",7260000,450000
"226",887751,0,0,3,"PICE","GLA","",1,0.077,"2005-AUG-03",7260000,450000
"227",887751,0,0,4,"SALI","SPP","",1,0.077,"2005-AUG-03",7260000,450000
"228",887751,0,1,1,"PICE","MAR","",73,0.727,"2019-AUG-05",7260000,450000
"229",887751,0,1,2,"PICE","GLA","",17,0.182,"2019-AUG-05",7260000,450000
"230",887751,0,1,3,"LARI","LAR","",11,0.091,"2019-AUG-05",7260000,450000
"231",887761,0,1,1,"PICE","GLA","",84,0.438,"2019-AUG-08",7260000,490000
"232",894591,0,0,4,"BETU","PAP","",9,0.081,"2005-JUL-30",7240000,570000
"233",894591,0,0,5,"BETU","PAP","NEO",1,0.027,"2005-JUL-30",7240000,570000
"234",894591,0,1,1,"PICE","MAR","",60,0.526,"2019-JUL-31",7240000,570000
"235",901471,0,0,1,"PICE","MAR","",99,0.941,"2005-JUL-30",7220000,570000
"236",901471,0,0,2,"ALNU","CRI","",2,0.059,"2005-JUL-30",7220000,570000
"237",901506,0,1,1,"PICE","MAR","",51,0.533,"2019-AUG-05",7220000,430000
"238",901506,0,1,2,"LARI","LAR","",49,0.467,"2019-AUG-05",7220000,430000
"239",901546,0,0,1,"PICE","MAR","",57,0.675,"2006-JUL-30",7210000,580000
"240",901546,0,0,2,"PICE","GLA","",31,0.3,"2006-JUL-30",7210000,580000
"241",901546,0,0,3,"LARI","LAR","",12,0.025,"2006-JUL-30",7210000,580000
"242",901546,0,1,1,"PICE","MAR","",76,0.718,"2019-AUG-06",7210000,580000
"243",901546,0,1,2,"PICE","GLA","",23,0.256,"2019-AUG-06",7210000,580000
"244",901546,0,1,3,"LARI","LAR","",1,0.026,"2019-AUG-06",7210000,580000
"245",901566,0,0,1,"PICE","MAR","",100,1,"2005-AUG-05",7210000,380000
"246",901566,0,1,1,"PICE","MAR","",100,1,"2019-AUG-06",7210000,380000
"247",908331,0,0,1,"PICE","MAR","",100,1,"2002-AUG-19",7200000,490000
"248",908331,0,1,1,"PICE","GLA","",100,1,"2021-JUL-14",7200000,490000
"249",908381,0,0,1,"PICE","MAR","",100,1,"2005-JUL-29",7200000,410000
"250",908381,0,1,1,"PICE","MAR","",100,1,"2019-AUG-02",7200000,410000
"251",915246,0,0,1,"PICE","SPP","",98,0.98,"2002-AUG-28",7180000,630000
"252",915246,0,0,2,"PICE","GLA","",1,0.01,"2002-AUG-28",7180000,630000
"253",915246,0,0,3,"PICE","MAR","",1,0.01,"2002-AUG-28",7180000,630000
"254",915246,0,1,1,"PICE","MAR","",93,0.941,"2019-JUL-31",7180000,630000
"255",915246,0,1,2,"BETU","PAP","",7,0.059,"2019-JUL-31",7180000,630000
"256",915266,0,0,1,"PICE","MAR","",98,0.925,"2005-AUG-29",7180000,430000
"257",915266,0,0,2,"ALNU","CRI","",1,0.038,"2005-AUG-29",7180000,430000
"258",915266,0,0,3,"BETU","GLA","",1,0.019,"2005-AUG-29",7180000,430000
"259",915266,0,0,4,"SALI","SPP","",1,0.019,"2005-AUG-29",7180000,430000
"260",915266,0,1,1,"PICE","MAR","",100,1,"2019-AUG-01",7180000,430000
"261",915301,0,0,1,"SALI","PLA","",60,0.6,"2005-AUG-04",7180000,560000
"262",915301,0,0,2,"POPU","TRE","",40,0.4,"2005-AUG-04",7180000,560000
"263",915301,0,1,1,"POPU","TRE","",89,0.463,"2019-AUG-09",7180000,560000
"264",915301,0,1,2,"SALI","GLA","",6,0.341,"2019-AUG-09",7180000,560000
"265",915301,0,1,3,"PICE","MAR","",5,0.171,"2019-AUG-09",7180000,560000
"266",915301,0,1,4,"POPU","BAL","",1,0.024,"2019-AUG-09",7180000,560000
"267",922181,0,1,3,"PICE","GLA","",1,0.077,"2019-AUG-07",7160000,560000
"268",929016,0,0,1,"PICE","MAR","",100,1,"2004-AUG-28",7140000,380000
"269",929016,0,1,1,"PICE","MAR","",100,1,"2018-AUG-23",7140000,380000
"270",929021,0,0,1,"PICE","MAR","",100,1,"2004-AUG-29",7140000,400000
"271",929021,0,1,1,"PICE","MAR","",100,1,"2018-AUG-24",7140000,400000
"272",929061,0,0,1,"PICE","MAR","",59,0.786,"2005-AUG-05",7140000,560000
"273",929061,0,0,2,"LARI","LAR","",38,0.107,"2005-AUG-05",7140000,560000
"274",929061,0,0,3,"SALI","SPP","",2,0.071,"2005-AUG-05",7140000,560000
"275",929061,0,0,4,"SHEP","CAN","",1,0.036,"2005-AUG-05",7140000,560000
"276",929061,0,1,1,"PICE","MAR","",83,0.921,"2018-AUG-29",7140000,560000
"277",929061,0,1,2,"LARI","LAR","",17,0.079,"2018-AUG-29",7140000,560000
"278",929066,0,0,1,"PICE","MAR","",84,0.889,"2005-AUG-06",7140000,580000
"279",929066,0,0,2,"PICE","GLA","",17,0.111,"2005-AUG-06",7140000,580000
"280",929066,0,1,1,"PICE","MAR","",84,0.796,"2019-AUG-09",7140000,580000
"281",935891,0,0,1,"PICE","MAR","",88,0.563,"2004-AUG-30",7120000,360000
"282",935891,0,0,2,"BETU","NEO","",12,0.438,"2004-AUG-30",7120000,360000
"283",935891,0,1,4,"BETU","NEO","",2,0.053,"2019-JUL-30",7120000,360000
"284",942786,0,0,1,"POPU","TRE","",100,1,"2004-SEP-01",7100000,420000
"285",942786,0,1,1,"POPU","TRE","",100,1,"2018-AUG-25",7100000,420000
"286",949656,0,0,1,"PICE","MAR","",92,0.7,"2004-SEP-02",7080000,380000
"287",949656,0,0,2,"BETU","NEO","",8,0.3,"2004-SEP-02",7080000,380000
"288",949656,0,1,1,"PICE","MAR","",71,0.667,"2018-AUG-27",7080000,380000
"289",949656,0,1,2,"BETU","PAP","",29,0.333,"2018-AUG-27",7080000,380000
"290",956641,0,0,1,"PICE","MAR","",99,0.955,"2004-JUL-19",7030000,500000
"291",956641,0,0,2,"SALI","SCO","",1,0.045,"2004-JUL-19",7030000,500000
"292",963511,0,0,1,"PICE","MAR","",88,0.667,"2004-JUL-19",7020000,460000
"293",963521,0,0,1,"PICE","GLA","",87,0.977,"2004-JUL-19",7010000,490000
"294",963521,0,0,2,"BETU","PAP","",13,0.023,"2004-JUL-19",7010000,490000
"295",970321,0,0,1,"POPU","TRE","",75,0.75,"2004-AUG-25",7020000,480000
"296",970321,0,0,2,"PICE","GLA","",25,0.25,"2004-AUG-25",7020000,480000
"297",970321,0,1,1,"PICE","GLA","",100,1,"2018-AUG-20",7020000,480000
"298",970336,0,0,1,"BETU","GLA","",90,0.895,"2005-JUL-27",7020000,540000
"299",970336,0,0,2,"POPU","TRE","",11,0.105,"2005-JUL-27",7020000,540000
"300",970336,0,1,1,"PICE","MAR","",100,1,"2018-AUG-28",7020000,540000
"301",977196,0,0,1,"PICE","GLA","",84,0.667,"2004-AUG-26",7000000,460000
"302",977196,0,0,2,"SALI","SCO","",17,0.333,"2004-AUG-26",7000000,460000
"303",977196,0,1,1,"PICE","GLA","",99,0.833,"2018-AUG-26",7000000,460000
"304",977196,0,1,2,"POPU","TRE","",1,0.167,"2018-AUG-26",7000000,460000
"305",977211,0,0,1,"PICE","MAR","",97,0.7,"2004-SEP-03",7000000,520000
"306",977211,0,0,2,"LARI","LAR","",3,0.3,"2004-SEP-03",7000000,520000
"307",977211,0,1,1,"LARI","LAR","",100,1,"2018-AUG-30",7000000,520000
"308",977281,0,0,1,"PINU","BAN","",100,0.98,"2004-JUL-18",6980000,490000
"309",977281,0,0,2,"PICE","MAR","",0,0.02,"2004-JUL-18",6980000,490000
